,NAME_2,Average Nighttime mean,system:index,AREA,state,Latitude,Longitude,PERIMETER,Population,statecode,Population Density,Night Light Class
68,Oron,0.204174102,774,81.472,Akwa Ibom,4.779526213,8.251202156,57.846,119312.8096,IM,1464.463983,0.3702404
70,Udung Uko,0.145100359,730,53.736,Akwa Ibom,4.745103565,8.241685812,35.684,20599.6845,IM,383.3497934,0.3702404
72,Uruan,0.325948581,700,291.551,Akwa Ibom,4.983042047,8.042332121,89.334,117372.1739,IM,402.5785331,0.3702404
73,Urue Offong-Oruko,0.194968689,731,127.666,Akwa Ibom,4.710338154,8.158939634,51.303,48854.2567,IM,382.6724163,0.3702404
75,Aguata,0.239580589,616,162.798,Anambra,5.974717947,7.046606351,54.538,436697.0714,IM,2682.447397,0.3702404
78,Anaocha,0.295962236,602,105.321,Anambra,6.074199998,6.995682913,53.252,164136.1385,IM,1558.436955,0.3702404
79,Awka North,0.139311211,577,389.636,Anambra,6.329009787,7.04082127,81.161,65268.241,IM,167.5108075,0.3702404
86,Ihiala,0.163842537,631,222.332,Anambra,5.827074157,6.855384875,67.256,357811.2608,DE,1609.355652,0.3702404
89,Nnewi South,0.347799107,620,168.774,Anambra,5.927793556,6.92003924,71.588,212751.7749,DE,1260.571977,0.3702404
93,Orumba North,0.170412631,598,364.756,Anambra,6.094551787,7.146126859,95.183,117156.0359,DE,321.1901542,0.3702404
121,Sagbama,0.318002039,679,894.395,Bayelsa,5.112981541,6.183005503,252.89,103732.1235,AB,115.980214,0.3702404
128,Gboko,0.110020245,447,1928.288,Benue,7.321215008,8.864007789,214.203,366013.4358,RI,189.8126399,0.3702404
142,Oturkpo,0.120614301,443,1338.187,Benue,7.266962248,8.067640674,220.928,159855.4928,RI,119.4567671,0.3702404
143,Tarka,0.081796843,428,384.891,Benue,7.58395682,8.850287453,83.03,53304.5592,RI,138.4926101,0.3702404
176,Akpabuyo,0.235302567,703,788.467,Cross River,4.894734498,8.460709596,160.101,150813.4611,TA,191.2742843,0.3702404
182,Calabar South,0.116433914,750,116.018,Cross River,4.880046111,8.261661602,69.79,468435.1919,CR,4037.607888,0.3702404
194,Bomadi,0.096333457,767,125.056,Delta,5.204623889,5.85268573,104.863,38411.9059,CR,307.1576406,0.3702404
195,Burutu,0.13905414,675,1826.651,Delta,5.234538472,5.589717721,300.455,56573.5592,CR,30.9711922,0.3702404
196,Ethiope East,0.291504546,769,388.51,Delta,5.687990598,5.984137042,115.623,153983.2985,CR,396.3432048,0.3702404
199,Ika South,0.175979013,587,543.252,Delta,6.175506375,6.180349238,158.834,212473.0897,NI,391.1133133,0.3702404
201,Isoko South,0.361931511,666,681.18,Delta,5.382090524,6.214173356,135.47,119714.3161,NI,175.7454947,0.3702404
205,Oshimili North,0.167478238,571,499.511,Delta,6.322734755,6.644453093,119.275,238649.4999,NI,477.7662552,0.3702404
207,Patani,0.126787441,686,211.025,Delta,5.180555001,6.1001111,95.384,27791.0131,NI,131.6953588,0.3702404
217,Abakaliki,0.091655813,588,538.788,Ebonyi,6.245258485,8.200929715,115.209,209435.7015,NI,388.7163439,0.3702404
220,Ebonyi,0.224203138,538,457.044,Ebonyi,6.493454443,8.112049561,119.447,339494.7243,NI,742.8053411,0.3702404
228,Ohaukwu,0.079823097,544,537.844,Ebonyi,6.515367831,8.008563052,110.995,236376.7022,,439.4893356,0.3702404
232,Esan Central,0.160966163,530,255.573,Edo,6.71331724,6.228169889,104.891,108583.4243,,424.8626588,0.3702404
233,Esan North-East,0.148509336,521,346.119,Edo,6.757145904,6.373383651,108.48,177680.8083,,513.3517903,0.3702404
235,Esan West,0.137059388,529,505.89,Edo,6.654504609,6.111452593,132.532,157251.7167,AK,310.841718,0.3702404
237,Etsako East,0.078849888,475,1232.928,Edo,7.185711248,6.489819578,180.692,121197.8272,AK,98.30081497,0.3702404
238,Etsako West,0.138578737,493,970.942,Edo,6.975679232,6.291693921,156.708,223420.4155,AK,230.1068607,0.3702404
239,Iguegben,0.102413659,552,398.103,Edo,6.50122403,6.219284465,111.964,53344.5201,AK,133.99678,0.3702404
247,Uhunmwonde,0.152083808,533,2027.641,Edo,6.492221916,5.88451998,186.343,366680.6406,AK,180.8410072,0.3702404
248,Ado-Ekiti,0.341422325,434,323.285,Ekiti,7.596663669,5.278622535,82.789,563308.2752,AK,1742.451011,0.3702404
257,Ikere,0.181411962,450,204.225,Ekiti,7.483645471,5.219150253,61.707,125810.0766,AK,616.0366096,0.3702404
260,Irepodun-Ifelodun,0.105352896,418,380.122,Ekiti,7.6970178,5.224239015,94.679,114916.1097,AK,302.3137564,0.3702404
262,Moba,0.087674097,387,140.162,Ekiti,7.971167119,5.114304393,56.248,96584.7533,AK,689.0937151,0.3702404
265,Awgu,0.141788206,589,451.503,Enugu,6.14519548,7.437002369,96.867,150902.5749,AK,334.2227513,0.3702404
274,Nkanu East,0.090163535,559,829.008,Enugu,6.299242054,7.652077724,173.685,130290.9692,KO,157.1649118,0.3702404
276,Nsukka,0.149540675,509,499.389,Enugu,6.839199875,7.353340265,126.22,370878.1713,KO,742.6638779,0.3702404
277,Oji-River,0.131874361,593,372.979,Enugu,6.152150558,7.269474765,102.628,89078.976,KO,238.8310763,0.3702404
278,Udenu,0.115684929,517,251.162,Enugu,6.861960522,7.549459749,67.231,142060.8562,KO,565.6144488,0.3702404
279,Udi,0.178933778,550,925.411,Enugu,6.475583049,7.309750795,170.566,267391.4286,KO,288.9434301,0.3702404
281,Akko,0.204100056,245,2864.11,Gombe,10.14825693,11.06931737,266.37,548030.2024,KO,191.3439785,0.3702404
286,Gombe,0.152181353,248,15.194,Gombe,10.31250932,11.24010499,15.776,285470.5997,KO,18788.37697,0.3702404
292,Aboh-Mbaise,0.154241151,673,167.423,Imo,5.425494184,7.25180357,71.728,294875.8995,PL,1761.262786,0.3702404
293,Ahiazu-Mbaise,0.180510884,661,101.874,Imo,5.546393699,7.271346947,43.628,246518.3252,PL,2419.835534,0.3702404
295,Ezinihitte,0.115274221,668,98.884,Imo,5.464619314,7.326616321,41.875,227651.9544,PL,2302.212233,0.3702404
298,Ihitte-Uboma,0.139053909,654,71.269,Imo,5.621824102,7.365254042,44.026,135298.9168,PL,1898.425919,0.3702404
299,Ikeduru,0.22380449,660,179.608,Imo,5.550246189,7.164229734,55.451,367991.7583,PL,2048.86062,0.3702404
300,Isiala Mbano,0.096611405,651,183.36,Imo,5.667665288,7.203378758,64.341,462750.3562,PL,2523.725765,0.3702404
301,Isu,0.15513558,653,35.316,Imo,5.678051135,7.070452713,25.166,169808.3465,PL,4808.255366,0.3702404
303,Ngor-Okpala,0.092989089,676,606.508,Imo,5.289260168,7.150182266,110.507,280193.0456,PL,461.9774935,0.3702404
304,Njaba,0.204243191,648,80.798,Imo,5.700953033,7.026939472,47.548,254749.9835,LA,3152.924373,0.3702404
305,Nkwerre,0.112916536,647,39.228,Imo,5.735041917,7.120756015,28.651,115168.9138,LA,2935.885434,0.3702404
306,Nwangele,0.127673201,650,54.933,Imo,5.699012412,7.13679959,34.553,233379.408,LA,4248.437333,0.3702404
307,Obowo,0.285748634,662,75.792,Imo,5.54926542,7.360098201,35.881,218732.096,LA,2885.95229,0.3702404
311,Orlu,0.195530382,632,129.874,Imo,5.797408273,7.058453284,53.244,397624.0214,LA,3061.613729,0.3702404
312,Orsu,0.125718848,630,136.963,Imo,5.861484939,6.997592531,49.344,222095.0477,LA,1621.569677,0.3702404
313,Oru East,0.208681138,642,143.325,Imo,5.705575535,6.960153214,65.903,273397.3517,LA,1907.534287,0.3702404
314,Oru West,0.214189996,637,92.013,Imo,5.742236019,6.91092584,50.475,244718.2341,LA,2659.604992,0.3702404
319,Auyo,0.105367528,91,500.453,Jigawa,12.31550108,9.996892201,153.313,110535.3455,LA,220.8705823,0.3702404
324,Dutse,0.223607522,136,1036.537,Jigawa,11.77489077,9.298269655,155.571,463492.9154,ON,447.1552057,0.3702404
327,Gumel,0.316810904,68,238.098,Jigawa,12.5946304,9.362072781,61.613,91314.2524,ON,383.5154113,0.3702404
330,Gwiwa,0.113357986,51,562.784,Jigawa,12.73132618,8.252276287,98.635,99626.6547,ON,177.024675,0.3702404
335,Kazaure,0.122230214,65,367.065,Jigawa,12.62412628,8.521348195,122.167,182651.1398,ON,497.5988988,0.3702404
336,Kiri Kasama,0.103517109,62,808.531,Jigawa,12.53878906,10.22355906,138.621,171061.1375,ON,211.5702892,0.3702404
339,Malam Madori,0.14078734,69,787.242,Jigawa,12.52628793,9.982115471,140.602,202428.7714,ON,257.136651,0.3702404
341,Ringim,0.080108531,108,872.272,Jigawa,12.13033438,9.096445949,153.075,272605.9175,ON,312.5239805,0.3702404
345,Yankwashi,0.087393344,52,448.059,Jigawa,12.73012806,8.494743226,112.758,90451.7534,KW,201.8746491,0.3702404
347,Chikun,0.124498362,224,4879.182,Kaduna,10.36694454,7.240920672,434.993,702917.6707,KW,144.0646548,0.3702404
349,Igabi,0.268399037,219,3508.283,Kaduna,10.71688931,7.547071207,349.105,825929.7055,KW,235.4227711,0.3702404
372,Bebeji,0.118318925,169,758.962,Kano,11.49166084,8.284119602,113.861,248847.2285,AD,327.8783767,0.3702404
377,Dawakin Kudu,0.212572162,151,351.8,Kano,11.79647742,8.64593769,101.37,382454.3916,AD,1087.135849,0.3702404
378,Dawakin Tofa,0.125491925,116,449.088,Kano,12.12117243,8.368692298,115.287,424208.6994,AD,944.6003888,0.3702404
383,Garun Malam,0.127468583,166,240.516,Kano,11.64693873,8.373045626,69.719,150436.4323,OG,625.4736995,0.3702404
395,Kura,0.168221299,158,240.989,Kano,11.77075117,8.470033232,78.902,186962.5926,OG,775.8138031,0.3702404
396,Madobi,0.180882475,150,267.91,Kano,11.80999359,8.35477438,89.933,192410.5215,OG,718.1908906,0.3702404
398,Minjibir,0.124624434,107,415.334,Kano,12.17366119,8.597659497,89.745,351215.8834,OG,845.62276,0.3702404
407,Tofa,0.189094947,128,203.698,Kano,11.99572703,8.310674703,66.71,123758.0173,EN,607.5563692,0.3702404
414,Batagarawa,0.197064379,36,442.871,Katsina,12.88516262,7.566188666,156.647,282857.8007,EN,638.691178,0.3702404
422,Daura,0.093119864,30,314.929,Katsina,12.98523917,8.242109483,74.735,128285.2161,BA,407.3464689,0.3702404
426,Funtua,0.293841279,183,482.248,Katsina,11.44281905,7.305979028,113.663,390558.0188,BA,809.8696496,0.3702404
447,Aleiro,0.180126855,95,366.516,Kebbi,12.24898777,4.478593021,81.196,64228.5316,EB,175.2407306,0.3702404
449,Argungu,0.095235451,57,1207.803,Kebbi,12.63437062,4.441094495,171.732,227949.1784,KB,188.7304291,0.3702404
452,Birnin Kebbi,0.294839581,76,1253.632,Kebbi,12.41304014,4.304825012,172.714,422641.7664,KB,337.133837,0.3702404
468,Adavi,0.099715636,410,717.632,Kogi,7.641412889,6.433701073,163.042,272742.9786,KB,380.0596665,0.3702404
469,Ajaokuta,0.124730925,421,1375.68,Kogi,7.494015682,6.589818143,168.086,114023.6088,KB,82.88527041,0.3702404
482,Ogori-Magongo,0.086777175,456,74.93,Kogi,7.46150387,6.153370107,40.438,19590.8858,AN,261.4558361,0.3702404
489,Asa,0.089187348,342,1570.266,Kwara,8.417440237,4.44609312,197.482,136305.6814,AN,86.8041984,0.3702404
494,Ilorin East,0.259748834,341,434.493,Kwara,8.582616819,4.784356848,149.429,700643.2818,AN,1612.55367,0.3702404
497,Irepodun,0.138789554,360,744.714,Kwara,8.156105541,4.935743468,158.096,104900.4311,AN,140.8600229,0.3702404
498,Isin,0.093079366,361,633.065,Kwara,8.253496477,5.054078318,111.345,31856.3086,AN,50.32075474,0.3702404
501,Offa,0.34917052,370,97.357,Kwara,8.13754072,4.699779287,42.606,126926.4981,EK,1303.722363,0.3702404
511,Epe,0.178124013,749,1205.291,Lagos,6.561913665,3.95022511,247.437,202902.058,EK,168.3427969,0.3702404
525,Akwanga,0.136935464,313,848.06,Nasarawa,8.993858101,8.327013762,117.66,100919.687,OY,119.000645,0.3702404
528,Karu,0.26924641,299,2657.359,Nasarawa,9.027654054,7.765845874,284.963,715324.7288,OY,269.1863346,0.3702404
530,Keffi,0.362878366,332,158.196,Nasarawa,8.829535044,7.823715697,49.072,191251.8254,OY,1208.954875,0.3702404
542,Bosso,0.145111351,273,1589.8,Niger,9.598195856,6.387043573,211.481,243502.3645,OY,153.1654073,0.3702404
546,Gurara,0.083018859,292,1141.298,Niger,9.322033966,7.023184074,235.499,90065.9321,OY,78.91535085,0.3702404
563,Abeokuta North,0.092533046,468,801.427,Ogun,7.234612834,3.17023009,126.393,480407.4367,KN,599.4400447,0.3702404
567,Egbado-Yewa South,0.108496155,514,659.87,Ogun,6.808212777,2.935519903,117.681,408282.2461,KN,618.7313351,0.3702404
572,Ijebu North-East,0.135594163,518,127.432,Ogun,6.889011062,4.011844321,51.606,71026.7435,KN,557.3697619,0.3702404
576,Ipokia,0.104004888,528,474.581,Ogun,6.623769963,2.800247147,129.311,213243.5909,KN,449.3302321,0.3702404
577,Obafemi Owode,0.35875434,495,1414.9,Ogun,7.003683072,3.47390487,188.022,923165.1933,KN,652.4596744,0.3702404
579,Odogbolu,0.229488988,519,544.263,Ogun,6.785978,3.805332471,103.056,257516.9667,KN,473.1480308,0.3702404
581,Remo North,0.181553677,505,164.237,Ogun,6.995823712,3.715964546,57.241,71985.9284,KN,438.3051834,0.3702404
587,Akure North,0.182331832,467,680.62,Ondo,7.273785094,5.303042354,124.425,295888.966,KN,434.7344568,0.3702404
588,Akure South,0.317454085,479,329.779,Ondo,7.212006028,5.190207579,92.185,628879.3949,KN,1906.97223,0.3702404
600,Owo,0.079271134,483,989.44,Ondo,7.152745477,5.547318353,156.926,322048.5146,KT,325.485643,0.3702404
606,Boripe,0.217851515,397,138.454,Osun,7.839419999,4.683982743,68.804,217356.1805,KT,1569.880108,0.3702404
608,Ede South,0.111674583,429,230.891,Osun,7.633136688,4.46860016,63.73,132007.7409,KT,571.7318601,0.3702404
610,Ejigbo,0.088224568,395,393.311,Osun,7.824314353,4.267609733,133.163,154442.7162,KT,392.6732692,0.3702404
611,Ife Central,0.211202022,454,70.335,Osun,7.456244299,4.605470021,38.63,177299.6898,KT,2520.788936,0.3702404
613,Ife North,0.121517793,446,978.382,Osun,7.285774967,4.469956445,198.053,125852.2472,KT,128.6330362,0.3702404
623,Iwo,0.197329619,423,301.097,Osun,7.635257125,4.130987682,76.569,314403.1672,KT,1044.192294,0.3702404
624,Obokun,0.143101768,404,522.044,Osun,7.762044571,4.771781535,102.804,116153.1403,KT,222.4968399,0.3702404
626,Ola Oluwa,0.102145753,414,352.828,Osun,7.729953213,4.208475567,85.73,57148.2376,YO,161.9719455,0.3702404
628,Oriade,0.084149852,425,598.314,Osun,7.522684435,4.884528237,126.578,161227.8086,YO,269.4702257,0.3702404
632,Akinyele,0.367207778,431,480.453,Oyo,7.561210468,3.916166361,107.414,466424.4162,YO,970.80134,0.3702404
644,Ido,0.309835355,424,1071.133,Oyo,7.506774701,3.711860236,174.546,531508.5826,JI,496.2115653,0.3702404
650,Lagelu,0.322444508,444,267.979,Oyo,7.494845905,4.046896825,74.062,564982.121,JI,2108.307446,0.3702404
651,Ogbomosho North,0.262089847,368,197.11,Oyo,8.154479087,4.270447039,58.824,281077.3965,JI,1425.992575,0.3702404
655,Oluyole,0.233923664,481,765.234,Oyo,7.183874333,3.877353437,117.299,449083.4721,JI,586.857709,0.3702404
656,Ona Ara,0.147221981,476,310.448,Oyo,7.250768902,4.040127642,84.841,286940.3863,JI,924.278418,0.3702404
659,Oyo East,0.133724988,392,131.568,Oyo,7.878777156,4.021316819,59.329,54995.8172,JI,418.0029886,0.3702404
669,Jos South,0.343480582,270,453.764,Plateau,9.722177252,8.793054503,104.328,638303.9279,JI,1406.687018,0.3702404
681,Abua-Odual,0.262500319,714,673.838,Rivers,4.828550351,6.549153939,140.8,79308.2319,SO,117.6962889,0.3702404
685,Andoni,0.281158217,744,235.36,Rivers,4.516090847,7.388384171,79.493,77340.6728,SO,328.6058498,0.3702404
694,Khana,0.151236251,726,520.661,Rivers,4.695075219,7.428098413,103.493,305501.9701,BR,586.7579291,0.3702404
699,Omumma,0.22457231,695,302.128,Rivers,5.093642615,7.184540416,72.275,117634.6099,BR,389.3535518,0.3702404
700,Opobo-Nkoro,0.2717315,745,167.605,Rivers,4.523239555,7.493693299,62.395,3459.9782,BR,20.64364548,0.3702404
766,Gusau,0.103958573,93,3062.505,Zamfara,11.9126915,6.766807688,413.17,465871.2747,GO,152.1209842,0.3702404
