,NAME_2,Average Nighttime mean,system:index,AREA,NAME_1,Latitude,Longitude,PERIMETER,Population,population density,clusters,cluster labels
483,Okehi,0.074464021,408,730.224,Kogi,7.681918127,6.285425308,159.301,49835.537,68.24691738,0,low_intensity
484,Okene,0.050021276,451,290.361,Kogi,7.449825111,6.322088225,126.337,191612.6155,659.9116806,0,low_intensity
485,Olamaboro,0.007584123,484,1210.098,Kogi,7.183620341,7.558015588,164.898,209983.6833,173.5261799,0,low_intensity
486,Omala,0.003251476,384,1753.854,Kogi,7.799618662,7.540982471,176.079,96743.6379,55.1605994,0,low_intensity
487,Yagba East,-0.000698,355,1519.535,Kogi,8.164109031,5.761314932,237.886,67100.3064,44.15844742,0,low_intensity
488,Yagba West,0.019954824,351,1181.312,Kogi,8.296407812,5.527479568,159.37,56595.771,47.90924921,0,low_intensity
489,Asa,0.089187348,342,1570.266,Kwara,8.417440237,4.44609312,197.482,136305.6814,86.8041984,0,low_intensity
490,Baruten,0.006406794,257,10357.668,Kwara,9.294789104,3.391994126,542.227,267678.6119,25.84352114,0,low_intensity
491,Edu,0.018073851,759,2523.44,Kwara,8.876399537,5.205395566,267.67,125798.2986,49.85190795,0,low_intensity
492,Ekiti,0.041407033,372,547.14,Kwara,8.075931169,5.346871191,108.866,32178.961,58.81302957,0,low_intensity
493,Ifelodun,0.02226576,323,3476.224,Kwara,8.530528119,5.066798493,405.589,117189.7347,33.71179035,0,low_intensity
494,Ilorin East,0.259748834,341,434.493,Kwara,8.582616819,4.784356848,149.429,700643.2818,1612.55367,0,low_intensity
495,Ilorin South,0.434312463,352,166.344,Kwara,8.435253145,4.692388286,66.358,62561.5689,376.0975382,0,low_intensity
497,Irepodun,0.138789554,360,744.714,Kwara,8.156105541,4.935743468,158.096,104900.4311,140.8600229,0,low_intensity
498,Isin,0.093079366,361,633.065,Kwara,8.253496477,5.054078318,111.345,31856.3086,50.32075474,0,low_intensity
499,Kaiama,0.003830902,256,7887.974,Kwara,9.459544871,4.179281633,410.375,196830.9889,24.95330092,0,low_intensity
500,Moro,0.033927456,316,3183.797,Kwara,8.828460082,4.576806508,250.215,143596.2226,45.10219169,0,low_intensity
501,Offa,0.34917052,370,97.357,Kwara,8.13754072,4.699779287,42.606,126926.4981,1303.722363,0,low_intensity
502,Oke Ero,0.068156656,364,418.991,Kwara,8.158304247,5.264552132,124.94,33677.6618,80.37800764,0,low_intensity
503,Oyun,0.071203449,362,477.98,Kwara,8.145574973,4.658419725,154.368,88494.5817,185.1428547,0,low_intensity
504,Pategi,0.007184223,330,2951.182,Kwara,8.615922923,5.811979376,238.21,77336.6459,26.20531228,0,low_intensity
510,Badagry,0.894234906,570,516.531,Lagos,6.446571434,2.910629984,115.339,663729.649,1284.97544,0,low_intensity
511,Epe,0.178124013,749,1205.291,Lagos,6.561913665,3.95022511,247.437,202902.058,168.3427969,0,low_intensity
513,Ibeju Lekki,0.61599334,564,488.075,Lagos,6.4672077,3.864350818,157.064,302704.1231,620.2000166,0,low_intensity
518,Lagos Island,2.785135551,558,238.99,Lagos,6.518635791,3.48232324,94.966,44729.8769,187.1621277,0,low_intensity
525,Akwanga,0.136935464,313,848.06,Nasarawa,8.993858101,8.327013762,117.66,100919.687,119.000645,0,low_intensity
526,Awe,-0.020159027,353,2627.772,Nasarawa,8.249846841,9.218539268,261.033,181481.1166,69.06273322,0,low_intensity
527,Doma,-0.007335718,350,2605.347,Nasarawa,8.163337811,8.281219083,265.182,1051199.328,403.4776665,0,low_intensity
528,Karu,0.26924641,299,2657.359,Nasarawa,9.027654054,7.765845874,284.963,715324.7288,269.1863346,0,low_intensity
529,Keana,-0.018902763,366,1055.373,Nasarawa,8.167463773,8.768291906,152.422,114682.9795,108.6658267,0,low_intensity
530,Keffi,0.362878366,332,158.196,Nasarawa,8.829535044,7.823715697,49.072,191251.8254,1208.954875,0,low_intensity
531,Kokona,0.023388608,312,1794.341,Nasarawa,8.832132498,8.04998983,196.998,232705.6638,129.688651,0,low_intensity
532,Lafia,0.022016583,324,2784.072,Nasarawa,8.640066862,8.699591118,365.24,238548.817,85.68342234,0,low_intensity
533,Nasarawa,0.010457774,337,5806.401,Nasarawa,8.328995153,7.776540905,349.767,331586.5174,57.10706467,0,low_intensity
534,Nasarawa Egon,0.028884437,333,1186.461,Nasarawa,8.740715942,8.420908872,157.254,59682.0206,50.30255575,0,low_intensity
535,Obi,-0.013209721,354,992.172,Nasarawa,8.347375883,8.727688167,154.195,89982.8918,90.69283531,0,low_intensity
536,Toto,-0.007212118,346,2737.782,Nasarawa,8.238495568,7.202320688,257.718,131405.2564,47.9969758,0,low_intensity
537,Wamba,0.033690054,309,1183.679,Nasarawa,8.976767931,8.676112515,142.807,229804.4865,194.1442625,0,low_intensity
538,Agaie,0.006754227,305,1868.953,Niger,8.930562791,6.408175494,199.223,101623.4442,54.37453173,0,low_intensity
539,Agwara,0.000367,217,1801.119,Niger,10.774757,4.539767062,177.907,94013.5595,52.19730595,0,low_intensity
540,Bida,0.51445518,319,51.239,Niger,9.082687486,5.984727584,28.012,192094.2912,3748.985952,0,low_intensity
541,Borgu,0.011133579,757,10355.939,Niger,10.37846117,4.162557712,582.572,346423.7272,33.45169638,0,low_intensity
542,Bosso,0.145111351,273,1589.8,Niger,9.598195856,6.387043573,211.481,243502.3645,153.1654073,0,low_intensity
544,Edati,0.00883628,762,783.513,Niger,9.027495576,5.618233981,149.074,46732.155,59.64439007,0,low_intensity
545,Gbako,0.007900269,289,1804.877,Niger,9.284563244,5.986139632,212.515,149714.3601,82.94989636,0,low_intensity
546,Gurara,0.083018859,292,1141.298,Niger,9.322033966,7.023184074,235.499,90065.9321,78.91535085,0,low_intensity
547,Katcha,0.01005347,293,1732.748,Niger,9.11672823,6.242193635,299.235,156301.111,90.20417914,0,low_intensity
548,Kontagora,0.031419532,229,2021.578,Niger,10.42471955,5.475140341,206.77,235330.715,116.4094163,0,low_intensity
549,Lapai,-0.000349,298,3042.211,Niger,8.726986257,6.635199529,365.636,200332.5991,65.85098769,0,low_intensity
550,Lavun,0.012417123,771,3951.431,Niger,9.273478227,5.683299513,424.153,192370.8039,48.68383224,0,low_intensity
551,Magama,0.003304858,226,3764.949,Niger,10.37080155,4.980060431,360.828,296466.9599,78.74395109,0,low_intensity
552,Mariga,-0.014037968,212,5772.875,Niger,10.67064522,5.819122728,369.762,373467.9393,64.69357804,0,low_intensity
553,Mashegu,-0.000193,251,9114.887,Niger,9.862640245,5.233473972,492.217,665585.148,73.02176626,0,low_intensity
554,Mokwa,0.060392706,287,3986.091,Niger,9.24373037,5.146363936,582.23,249665.4491,62.6341569,0,low_intensity
555,Munya,0.007601879,261,2265.14,Niger,9.809817142,7.017319158,230.732,87478.3836,38.61941584,0,low_intensity
556,Paikoro,0.019931108,275,2215.32,Niger,9.468097657,6.855652785,311.559,209495.0342,94.5664889,0,low_intensity
557,Rafi,0.028429771,238,3508.958,Niger,10.16516014,6.248211618,309.948,274147.6576,78.12793929,0,low_intensity
558,Rijau,-0.005065182,201,3040.086,Niger,11.07075525,5.158645227,256.499,216913.794,71.35120322,0,low_intensity
559,Shiroro,0.024960018,234,5275.07,Niger,10.11113888,6.672110695,459.323,279214.1438,52.93088884,0,low_intensity
560,Suleja,0.449307069,304,121.968,Niger,9.188225949,7.15108401,48.953,378903.3349,3106.579881,0,low_intensity
561,Tafa,1.340079762,301,139.068,Niger,9.242719283,7.230877004,68.698,64666.1473,464.9966009,0,low_intensity
562,Wushishi,-0.006973947,268,1886.07,Niger,9.676223969,5.933257986,238.34,107715.4618,57.11106258,0,low_intensity
563,Abeokuta North,0.092533046,468,801.427,Ogun,7.234612834,3.17023009,126.393,480407.4367,599.4400447,0,low_intensity
565,Ado Odo-Ota,1.160349655,536,904.124,Ogun,6.637450681,3.06818012,134.892,2181858.398,2413.229157,0,low_intensity
566,Egbado-Yewa North,0.069444562,464,1968.764,Ogun,7.153682835,2.904207694,199.323,359098.1154,182.3977457,0,low_intensity
567,Egbado-Yewa South,0.108496155,514,659.87,Ogun,6.808212777,2.935519903,117.681,408282.2461,618.7313351,0,low_intensity
568,Ewekoro,0.432009247,501,615.158,Ogun,6.958220267,3.188789348,123.449,162392.4242,263.9849018,0,low_intensity
570,Ijebu East,0.064341584,503,2205.946,Ogun,6.824047645,4.257214928,237.895,251168.8993,113.8599491,0,low_intensity
571,Ijebu North,0.065590507,498,847.191,Ogun,7.003856463,3.978088179,133.278,324306.3666,382.8019497,0,low_intensity
572,Ijebu North-East,0.135594163,518,127.432,Ogun,6.889011062,4.011844321,51.606,71026.7435,557.3697619,0,low_intensity
573,Ijebu Ode,0.515042284,523,177.963,Ogun,6.766052585,3.956339703,91.879,276590.8744,1554.204382,0,low_intensity
574,Ikenne,0.649664022,510,141.906,Ogun,6.910163541,3.673800897,54.127,161192.2676,1135.908754,0,low_intensity
575,Imeko Afon,0.016287318,748,1583.159,Ogun,7.669554248,2.866053604,222.706,124616.7659,78.71399266,0,low_intensity
576,Ipokia,0.104004888,528,474.581,Ogun,6.623769963,2.800247147,129.311,213243.5909,449.3302321,0,low_intensity
577,Obafemi Owode,0.35875434,495,1414.9,Ogun,7.003683072,3.47390487,188.022,923165.1933,652.4596744,0,low_intensity
578,Odeda,0.04940379,458,1398.575,Ogun,7.295861108,3.513851462,183.993,306342.9261,219.0393265,0,low_intensity
579,Odogbolu,0.229488988,519,544.263,Ogun,6.785978,3.805332471,103.056,257516.9667,473.1480308,0,low_intensity
580,Ogun Waterside,0.015324175,557,957.702,Ogun,6.486424741,4.402563643,175.154,60566.6031,63.24159613,0,low_intensity
581,Remo North,0.181553677,505,164.237,Ogun,6.995823712,3.715964546,57.241,71985.9284,438.3051834,0,low_intensity
582,Shagamu,1.433287957,516,616.709,Ogun,6.788476911,3.564746646,114.994,749083.3312,1214.646342,0,low_intensity
583,Akoko North-East,0.027869753,433,430.565,Ondo,7.553300708,5.837089187,119.263,158926.0442,369.1104577,0,low_intensity
584,Akoko North-West,0.031721682,419,551.235,Ondo,7.649377421,5.778817026,102.289,131582.9604,238.7057433,0,low_intensity
585,Akoko South-East,0.044506,453,232.592,Ondo,7.435938211,5.886985587,78.973,42489.843,182.6797267,0,low_intensity
586,Akoko South-West,0.045389352,457,507.272,Ondo,7.403156836,5.673885316,94.773,157666.4123,310.8123695,0,low_intensity
587,Akure North,0.182331832,467,680.62,Ondo,7.273785094,5.303042354,124.425,295888.966,434.7344568,0,low_intensity
588,Akure South,0.317454085,479,329.779,Ondo,7.212006028,5.190207579,92.185,628879.3949,1906.97223,0,low_intensity
589,Ese Odo,0.032502759,576,720.855,Ondo,6.212754714,4.971192555,138.733,82564.181,114.5364616,0,low_intensity
590,Idanre,0.022496528,488,1898.913,Ondo,6.978596476,5.199628844,215.29,195789.497,103.1060912,0,low_intensity
591,Ifedore,0.066762695,466,246.27,Ondo,7.36536094,5.090168209,73.011,487590.6749,1979.90285,0,low_intensity
592,Ilaje,0.044456519,553,1452.769,Ondo,6.226364988,4.77286,279.386,181092.4281,124.6532849,0,low_intensity
593,Ile Oluji-Okeigbo,0.010245442,471,321.704,Ondo,7.281665122,4.957874663,73.122,318441.3199,989.8581301,0,low_intensity
594,Irele,0.010176968,540,815.163,Ondo,6.524171307,4.984272054,139.109,129109.431,158.3848028,0,low_intensity
595,Odigbo,0.051949131,515,1886.304,Ondo,6.754962565,4.721825663,226.334,313697.4267,166.3026886,0,low_intensity
596,Okitipupa,0.019409043,539,774.702,Ondo,6.552591777,4.714932597,117.234,220973.6764,285.2370026,0,low_intensity
597,Ondo East,0.023544573,492,339.507,Ondo,7.077210929,4.950948846,98.927,30143.2331,88.78530664,0,low_intensity
598,Ondo West,0.045986765,496,847.8,Ondo,7.000040149,4.725554938,125.156,247654.2394,292.1139884,0,low_intensity
599,Ose,0.024957585,470,1543.645,Ondo,7.059882321,5.722824538,236.035,149099.1579,96.58902008,0,low_intensity
600,Owo,0.079271134,483,989.44,Ondo,7.152745477,5.547318353,156.926,322048.5146,325.485643,0,low_intensity
601,Ayedade,0.045567029,442,1050.332,Osun,7.295480736,4.309933481,243.493,168276.297,160.2124823,0,low_intensity
602,Ayedire,0.043959673,437,281.556,Osun,7.543858021,4.240144314,83.498,81930.2361,290.990908,0,low_intensity
603,Atakunmosa East,0.060148658,449,576.43,Osun,7.302564146,4.803723021,130.448,62425.1518,108.2961536,0,low_intensity
604,Atakunmosa West,0.066191409,426,578.505,Osun,7.492060476,4.675205419,154.998,80596.676,139.3188927,0,low_intensity
605,Boluwaduro,0.066863367,390,149.761,Osun,7.918911784,4.81303383,59.331,55667.3489,371.7079139,0,low_intensity
606,Boripe,0.217851515,397,138.454,Osun,7.839419999,4.683982743,68.804,217356.1805,1569.880108,0,low_intensity
607,Ede North,0.67360109,422,85.727,Osun,7.709289901,4.507068493,42.449,123142.6297,1436.45094,0,low_intensity
608,Ede South,0.111674583,429,230.891,Osun,7.633136688,4.46860016,63.73,132007.7409,571.7318601,0,low_intensity
609,Egbedore,0.690908578,402,301.4,Osun,7.763581557,4.432031788,100.333,258518.0427,857.7240965,0,low_intensity
610,Ejigbo,0.088224568,395,393.311,Osun,7.824314353,4.267609733,133.163,154442.7162,392.6732692,0,low_intensity
611,Ife Central,0.211202022,454,70.335,Osun,7.456244299,4.605470021,38.63,177299.6898,2520.788936,0,low_intensity
612,Ife East,0.018085659,462,102.209,Osun,7.362839855,4.611643637,64.881,447689.4668,4380.137432,0,low_intensity
613,Ife North,0.121517793,446,978.382,Osun,7.285774967,4.469956445,198.053,125852.2472,128.6330362,0,low_intensity
614,Ife South,0.006846578,472,702.191,Osun,7.199722401,4.596020432,150.775,137428.9051,195.7144211,0,low_intensity
615,Ifedayo,0.063429,385,115.146,Osun,7.96253821,5.001676714,52.451,24143.4722,209.6770378,0,low_intensity
616,Ifelodun,0.509253512,393,131.806,Osun,7.904281935,4.64751187,56.555,117189.7347,889.1077394,0,low_intensity
617,Ila,0.031379888,378,333.442,Osun,7.977367932,4.900588148,94.173,105478.0964,316.3311652,0,low_intensity
618,Ilesha East,0.462934227,438,83.198,Osun,7.586148126,4.766445139,39.123,212828.0633,2558.0911,0,low_intensity
620,Irepodun,0.713534257,398,65.727,Osun,7.856745689,4.519425722,44.29,104900.4311,1596.002116,0,low_intensity
621,Irewole,0.071290301,459,309.774,Osun,7.384236534,4.218556432,77.992,163152.9011,526.6836503,0,low_intensity
622,Isokan,0.026322682,482,196.454,Osun,7.270772152,4.18760634,57.96,105830.7954,538.7052206,0,low_intensity
623,Iwo,0.197329619,423,301.097,Osun,7.635257125,4.130987682,76.569,314403.1672,1044.192294,0,low_intensity
624,Obokun,0.143101768,404,522.044,Osun,7.762044571,4.771781535,102.804,116153.1403,222.4968399,0,low_intensity
625,Odo Otin,0.077269192,382,278.912,Osun,7.99185323,4.682342996,83.094,157932.853,566.2461744,0,low_intensity
626,Ola Oluwa,0.102145753,414,352.828,Osun,7.729953213,4.208475567,85.73,57148.2376,161.9719455,0,low_intensity
628,Oriade,0.084149852,425,598.314,Osun,7.522684435,4.884528237,126.578,161227.8086,269.4702257,0,low_intensity
629,Orolu,0.408804627,396,87.127,Osun,7.882402547,4.481376194,42.778,127308.5249,1461.183386,0,low_intensity
631,Afijio,0.04616253,405,726.712,Oyo,7.746654071,3.897557159,139.576,124193.2962,170.8975443,0,low_intensity
632,Akinyele,0.367207778,431,480.453,Oyo,7.561210468,3.916166361,107.414,466424.4162,970.80134,0,low_intensity
633,Atiba,0.019207565,347,1672.059,Oyo,8.239317919,3.914362775,221.32,85458.0059,51.10944404,0,low_intensity
634,Atisbo,0.015737032,348,2767.258,Oyo,8.351543458,3.23874736,335.551,98580.9121,35.62404087,0,low_intensity
635,Egbeda,0.564478988,461,189.234,Oyo,7.39084547,4.059006136,67.203,668543.0925,3532.890984,0,low_intensity
641,Ibarapa Central,0.015306557,455,456.471,Oyo,7.426326887,3.237206152,88.205,77305.3312,169.3543099,0,low_intensity
642,Ibarapa East,0.023565315,416,822.403,Oyo,7.607953274,3.492072629,141.334,97181.8493,118.16816,0,low_intensity
643,Ibarapa North,0.001000547,413,1247.332,Oyo,7.646153703,3.159181341,139.251,78839.6793,63.20665172,0,low_intensity
644,Ido,0.309835355,424,1071.133,Oyo,7.506774701,3.711860236,174.546,531508.5826,496.2115653,0,low_intensity
645,Irepo,0.01106363,311,1056.594,Oyo,8.999792381,3.934771101,157.105,83762.3396,79.27580471,0,low_intensity
646,Iseyin,0.052676091,383,1351.944,Oyo,7.864728388,3.533333082,187.88,279277.0715,206.5744376,0,low_intensity
647,Itesiwaju,0.024488669,359,1371.911,Oyo,8.188709393,3.511793442,204.175,58569.7028,42.69205714,0,low_intensity
648,Iwajowa,0.014564948,369,2333.834,Oyo,8.004456367,3.021811143,257.165,79102.9911,33.89400921,0,low_intensity
649,Kajola,0.029034565,371,586.18,Oyo,8.026391245,3.357533626,102.904,89013.0774,151.8528053,0,low_intensity
650,Lagelu,0.322444508,444,267.979,Oyo,7.494845905,4.046896825,74.062,564982.121,2108.307446,0,low_intensity
651,Ogbomosho North,0.262089847,368,197.11,Oyo,8.154479087,4.270447039,58.824,281077.3965,1425.992575,0,low_intensity
652,Ogbomosho South,0.064059928,376,71.937,Oyo,8.079880583,4.233329183,40.332,157331.0128,2187.066639,0,low_intensity
653,Ogo Oluwa,0.037931336,379,473.845,Oyo,7.942995866,4.221617071,121.498,62500.1543,131.8999975,0,low_intensity
654,Olorunsogo,0.017465765,326,1037.665,Oyo,8.751820952,4.090865619,155.408,70640.7478,68.07664111,0,low_intensity
655,Oluyole,0.233923664,481,765.234,Oyo,7.183874333,3.877353437,117.299,449083.4721,586.857709,0,low_intensity
656,Ona Ara,0.147221981,476,310.448,Oyo,7.250768902,4.040127642,84.841,286940.3863,924.278418,0,low_intensity
657,Orelope,0.023050546,327,920.401,Oyo,8.803832998,3.811437796,147.801,84976.4859,92.32550367,0,low_intensity
658,Ori Ire,0.024132934,345,1910.959,Oyo,8.334229821,4.144232678,211.283,134256.6151,70.25614631,0,low_intensity
659,Oyo East,0.133724988,392,131.568,Oyo,7.878777156,4.021316819,59.329,54995.8172,418.0029886,0,low_intensity
660,Oyo West,0.075540216,375,526.294,Oyo,7.941570227,3.821797048,105.775,359851.8343,683.7467923,0,low_intensity
661,Saki East,0.021500784,328,1658.42,Oyo,8.683201553,3.603791152,179.961,67689.8475,40.8158654,0,low_intensity
662,Saki West,0.017459954,335,2172.974,Oyo,8.569798284,3.147185965,228.31,345995.7826,159.2268396,0,low_intensity
663,Surulere,0.02799161,365,799.216,Oyo,8.07179199,4.414903225,128.203,118282.3147,147.9979313,0,low_intensity
664,Barkin Ladi,0.034254173,272,856.055,Plateau,9.556095409,8.912174316,166.41,164746.9802,192.4490602,0,low_intensity
665,Bassa,0.041003515,247,1479.105,Plateau,10.06732158,8.783184712,185.895,105978.6511,71.65052589,0,low_intensity
666,Bokkos,0.004728884,296,1532.477,Plateau,9.209305268,8.899430024,158.438,207532.9151,135.4231842,0,low_intensity
667,Jos East,0.028189655,267,802.559,Plateau,9.865349095,9.072094977,108.536,39962.1055,49.79335538,0,low_intensity
668,Jos North,1.729032384,266,403.323,Plateau,9.908951559,8.871181223,78.34,591220.0381,1465.872361,0,low_intensity
669,Jos South,0.343480582,270,453.764,Plateau,9.722177252,8.793054503,104.328,638303.9279,1406.687018,0,low_intensity
670,Kanam,-0.017697544,271,3019.104,Plateau,9.527468541,10.05330366,294.186,147705.7514,48.92370432,0,low_intensity
671,Kanke,0.003281002,291,1279.089,Plateau,9.397001132,9.578956443,156.741,78068.0958,61.03413898,0,low_intensity
672,Langtang North,0.003948628,303,804.249,Plateau,9.087957877,9.777727499,165.052,176966.6896,220.0396763,0,low_intensity
673,Langtang South,-0.015933451,338,1361.094,Plateau,8.583890977,9.810522448,148.518,119852.4549,88.05597181,0,low_intensity
674,Mangu,0.010741299,274,1764.24,Plateau,9.399778099,9.150007274,205.29,255320.0747,144.7195816,0,low_intensity
675,Mikang,-0.001150499,315,747.416,Plateau,9.013579258,9.570589155,153.224,79835.586,106.8154629,0,low_intensity
676,Pankshin,0.005832642,288,1292.964,Plateau,9.263288345,9.394954747,203.012,145838.7101,112.7940995,0,low_intensity
677,Qua'an Pan,-0.012141378,321,2381.537,Plateau,8.738296416,9.133422377,224.661,243570.3054,102.2744158,0,low_intensity
678,Riyom,0.008884737,280,806.432,Plateau,9.530432006,8.686492535,122.641,89838.8039,111.4028262,0,low_intensity
679,Shendam,-0.014401934,320,2501.515,Plateau,8.698298111,9.49977663,285.285,288083.6957,115.1636891,0,low_intensity
680,Wase,-0.012478577,294,6209.003,Plateau,9.052514664,10.22896536,323.167,215512.0893,34.70961269,0,low_intensity
681,Abua-Odual,0.262500319,714,673.838,Rivers,4.828550351,6.549153939,140.8,79308.2319,117.6962889,0,low_intensity
682,Ahoada East,1.451075095,693,354.096,Rivers,5.058531371,6.618620875,114.092,229578.8606,648.3520305,0,low_intensity
684,Akuku Toru,2.347948553,735,533.696,Rivers,4.549269526,6.73968338,125.944,17421.8093,32.64369473,0,low_intensity
685,Andoni,0.281158217,744,235.36,Rivers,4.516090847,7.388384171,79.493,77340.6728,328.6058498,0,low_intensity
686,Asari-Toru,0.51707516,728,99.479,Rivers,4.741407063,6.829306302,55.917,29774.0471,299.2998231,0,low_intensity
690,Emuoha,0.660556368,687,762.646,Rivers,4.989697187,6.751652139,161.086,202552.0636,265.5911964,0,low_intensity
691,Etche,0.959395849,694,568.879,Rivers,5.062704893,7.049993574,121.1,458612.1284,806.1681454,0,low_intensity
692,Gokana,0.461907829,737,93.218,Rivers,4.660026483,7.282618718,43.954,155276.2184,1665.732138,0,low_intensity
693,Ikwerre,0.731387825,690,673.248,Rivers,5.026760285,6.884054618,117.63,366636.2599,544.5783127,0,low_intensity
694,Khana,0.151236251,726,520.661,Rivers,4.695075219,7.428098413,103.493,305501.9701,586.7579291,0,low_intensity
697,Ogu Bolo,1.324913458,736,67.644,Rivers,4.643497216,7.183441669,48.186,15215.7634,224.9388475,0,low_intensity
699,Omumma,0.22457231,695,302.128,Rivers,5.093642615,7.184540416,72.275,117634.6099,389.3535518,0,low_intensity
700,Opobo-Nkoro,0.2717315,745,167.605,Rivers,4.523239555,7.493693299,62.395,3459.9782,20.64364548,0,low_intensity
701,Oyigbo,1.956087369,720,342.323,Rivers,4.835780771,7.288896017,107.718,255102.0291,745.2085577,0,low_intensity
703,Tai,0.474322644,729,101.697,Rivers,4.737835491,7.260695485,45.2,54218.2899,533.1355881,0,low_intensity
704,Binji,0.00896487,16,527.869,Sokoto,13.17967156,4.891626077,100.792,90210.7359,170.8960668,0,low_intensity
705,Bodinga,0.046022056,44,554.94,Sokoto,12.82542038,5.230392976,110.327,341899.6374,616.1019883,0,low_intensity
706,Dange-Shuni,0.011952343,40,1197.884,Sokoto,12.81902576,5.469980744,153.605,428866.768,358.0202824,0,low_intensity
707,Gada,0.005794477,0,1193.977,Sokoto,13.6734744,5.376003265,170.095,331188.3633,277.3825319,0,low_intensity
708,Goronyo,-0.001497585,7,1651.61,Sokoto,13.37200055,5.807781897,255.14,191742.7709,116.0944599,0,low_intensity
709,Gudu,-0.000227,755,4005.965,Sokoto,13.41484152,4.520069861,276.186,131624.8557,32.8572156,0,low_intensity
710,Gwadabawa,0.002764663,6,1009.712,Sokoto,13.42676977,5.375989002,172.871,237214.6359,234.9329669,0,low_intensity
711,Illela,-0.005184608,1,1298.423,Sokoto,13.6866942,5.724052401,174.726,240249.9169,185.0320865,0,low_intensity
712,Isa,-0.005727746,753,2082.867,Sokoto,13.21256711,6.333493754,254.064,170709.1372,81.9587315,0,low_intensity
713,Kebbe,0.001207114,117,2758.11,Sokoto,11.88230241,4.805727857,233.705,79882.2843,28.96268978,0,low_intensity
714,Kware,0.058930011,12,702.678,Sokoto,13.14966076,5.311966682,147.599,226929.4347,322.9493946,0,low_intensity
715,Rabah,-0.006237503,17,2654.951,Sokoto,12.97772924,5.773742497,222.453,149126.9062,56.1693629,0,low_intensity
716,Sabon Birni,-0.00263533,5,2241.75,Sokoto,13.48060895,6.266445641,201.102,355039.4836,158.3760382,0,low_intensity
717,Shagari,0.003892824,60,1296.653,Sokoto,12.51656482,5.180747397,201.954,179389.1285,138.3478298,0,low_intensity
718,Silame,0.00130153,26,610.931,Sokoto,12.96422486,4.893639015,98.297,93701.9822,153.3757203,0,low_intensity
721,Tambuwal,0.010581172,61,2207.511,Sokoto,12.35078818,4.880544324,289.473,249066.0156,112.8266249,0,low_intensity
722,Tangaza,0.006877905,2,2460.715,Sokoto,13.47705741,5.00071397,209.702,150850.6395,61.30358026,0,low_intensity
723,Tureta,0.002064594,66,1293.001,Sokoto,12.48309746,5.459307587,178.822,87419.7734,67.60998128,0,low_intensity
724,Wamako,0.55213616,21,571.605,Sokoto,13.04405847,5.120979383,105.038,494374.3569,864.8880904,0,low_intensity
725,Wurno,0.003834394,8,642.076,Sokoto,13.24284254,5.542393118,140.928,166591.9113,259.4582437,0,low_intensity
726,Yabo,0.012394307,46,828.959,Sokoto,12.76232393,5.002005583,135.11,112112.7358,135.2452121,0,low_intensity
727,Ardo-Kola,0.026310774,318,2417.985,Taraba,8.811156806,11.23745484,212.958,129156.5381,53.41494596,0,low_intensity
728,Bali,-0.00719547,344,8546.623,Taraba,8.147595904,11.04836268,465.213,371218.8118,43.43456027,0,low_intensity
729,Donga,-0.013196608,374,3434.272,Taraba,7.681815989,10.28111244,377.591,208365.3826,60.67235868,0,low_intensity
730,Gashaka,0.004144086,381,8267.946,Taraba,7.556608169,11.4303718,412.38,97738.0819,11.82132562,0,low_intensity
731,Gassol,-0.022139031,336,5979.249,Taraba,8.443519101,10.57911189,359.334,551775.3335,92.28171188,0,low_intensity
732,Ibi,-0.031742745,339,2848.122,Taraba,8.300290384,9.774787371,351.999,112121.6509,39.36687084,0,low_intensity
733,Jalingo,0.546641386,325,191.234,Taraba,8.913730024,11.40137881,81.649,319816.9426,1672.385363,0,low_intensity
734,Karim Lamido,-0.015017323,286,6901.537,Taraba,9.236293784,10.97055672,434.825,298359.3257,43.23085216,0,low_intensity
735,Kurmi,-0.003895772,430,4969.12,Taraba,7.229056229,10.66791205,358.321,91719.0622,18.45780786,0,low_intensity
736,Lau,-0.009198856,297,1817.237,Taraba,9.174284834,11.52091739,194.063,163365.4308,89.89770228,0,low_intensity
737,Sardauna,0.005587995,473,4933.586,Taraba,6.894977786,11.25038229,369.83,276098.3302,55.96301153,0,low_intensity
738,Takum,-0.014141797,440,1554.192,Taraba,7.428880038,10.06740137,172.466,317266.405,204.1359144,0,low_intensity
739,Ussa,0.005963811,485,2458.809,Taraba,7.004542581,9.922402668,269.256,137197.7931,55.79847524,0,low_intensity
740,Wukari,-0.013020978,367,3801.356,Taraba,7.976299496,9.814869386,349.01,466232.8796,122.6490967,0,low_intensity
741,Yorro,0.005508152,317,1337.907,Taraba,8.886942855,11.63680906,212.561,212386.2648,158.745163,0,low_intensity
742,Zing,0.010589746,322,891.351,Taraba,8.901708746,11.8274167,124.944,475688.3857,533.6712313,0,low_intensity
743,Bade,-0.004622853,772,817.26,Yobe,12.71046002,10.89590789,216.207,164042.0041,200.7219295,0,low_intensity
744,Bursari,0.003108809,45,3889.682,Yobe,12.71147029,11.42243002,251.058,137131.8983,35.25529807,0,low_intensity
745,Damaturu,0.022161001,135,2450.811,Yobe,11.80366475,12.01977786,216.201,262969.6283,107.299024,0,low_intensity
746,Fika,0.002943455,175,2117.579,Yobe,11.3771508,11.27834675,233.79,224547.9183,106.039925,0,low_intensity
747,Fune,0.004753063,92,4995.274,Yobe,11.8165905,11.44856204,323.687,279803.4139,56.01362686,0,low_intensity
