,NAME_2,Average Nighttime mean,system:index,AREA,state,Latitude,Longitude,PERIMETER,Population,statecode,Population Density,Night Light Class
97,Bauchi,0.062811582,241,3976.84,Bauchi,10.21572109,9.947538904,292.294,1106399.687,DE,278.2107621,0.078618611
107,Katagum,0.033905832,160,1952.149,Bauchi,11.61705844,10.27555675,323.023,509023.2961,AB,260.7502276,0.078618611
137,Obi,0.024439766,504,419.133,Benue,6.975769994,8.277010969,92.957,89982.8918,RI,214.6881582,0.078618611
140,Oju,0.036995951,511,1099.64,Benue,6.830370304,8.359106027,173.859,123143.0426,RI,111.9848701,0.078618611
159,Jere,0.040320758,123,873.84,Borno,11.90229268,13.25051564,184.365,445745.4384,ED,510.0996045,0.078618611
162,Konduga,0.025552605,119,5889.791,Borno,11.61215034,13.18172978,515.01,194740.7099,ED,33.06411211,0.078618611
174,Abi,0.033132889,621,286.553,Cross River,5.893076373,8.008272591,95.948,104224.5216,TA,363.718131,0.078618611
175,Akamkpa,0.029720776,644,5364.582,Cross River,5.392125027,8.512955944,313.13,113083.7172,TA,21.07968845,0.078618611
177,Bakassi,0.07050635,766,85.967,Cross River,4.760766761,8.522511397,57.43,19336.9218,TA,224.9342399,0.078618611
187,Obudu,0.041086985,548,380.983,Cross River,6.559269698,9.038742697,103.173,169041.6584,CR,443.698691,0.078618611
188,Odukpani,0.055515601,672,1120.03,Cross River,5.156636617,8.121019059,225.605,229780.6389,CR,205.1557895,0.078618611
192,Aniocha North,0.037801035,572,467.838,Delta,6.362373599,6.479313473,108.565,115125.7639,CR,246.0804037,0.078618611
193,Aniocha South,0.078214685,592,868.426,Delta,6.12828811,6.483341554,139.207,175655.2,CR,202.2684719,0.078618611
198,Ika North East,0.076645116,583,505.941,Delta,6.228645124,6.289631095,118.078,138841.2073,NI,274.4217355,0.078618611
218,Afikpo North,0.040870734,625,199.676,Ebonyi,5.876505941,7.90796581,65.896,179701.0279,NI,899.9630797,0.078618611
227,Ohaozara,0.03059015,609,301.588,Ebonyi,5.988413162,7.778947188,77.779,193927.4906,,643.0212429,0.078618611
230,Akoko-Edo,0.078387333,448,1300.022,Edo,7.342464971,6.110688504,207.76,126441.257,,97.26085943,0.078618611
244,Ovia South-West,0.076416368,526,2840.632,Edo,6.476808102,5.236962149,272.916,113198.9258,AK,39.84990868,0.078618611
245,Owan East,0.056095672,489,1237.467,Edo,7.02752013,6.03244493,162.804,97431.8807,AK,78.73493249,0.078618611
246,Owan West,0.061246845,506,705.306,Edo,6.902250109,5.87207887,128.408,71964.6956,AK,102.0332956,0.078618611
249,Efon,0.073120282,417,178.489,Ekiti,7.661164227,4.955121704,60.518,55118.8644,AK,308.8081865,0.078618611
250,Ekiti East,0.027952749,412,220.248,Ekiti,7.736422149,5.682819506,71.896,111712.0324,AK,507.2102012,0.078618611
251,Ekiti South-West,0.04714199,441,307.087,Ekiti,7.509142442,5.076424331,83.109,67470.3555,AK,219.7108816,0.078618611
252,Ekiti West,0.040228858,406,277.023,Ekiti,7.657539393,5.011015819,97.777,111331.8548,AK,401.8866838,0.078618611
253,Emure,0.028031879,452,287.28,Ekiti,7.426410865,5.506011953,72.517,64423.5307,AK,224.2534486,0.078618611
255,Ido-Osi,0.078137443,399,262.414,Ekiti,7.840843085,5.168330358,69.305,156107.9381,AK,594.8918049,0.078618611
256,Ijero,0.045772358,400,347.719,Ekiti,7.816727956,5.039569308,77.034,155667.9321,AK,447.6831352,0.078618611
259,Ilejemeje,0.032899788,391,100.102,Ekiti,7.93042652,5.217003545,43.234,28278.8962,AK,282.5008112,0.078618611
261,Ise-Orun,0.030714999,761,336.193,Ekiti,7.426272032,5.395239663,93.604,82734.8123,AK,246.0932033,0.078618611
263,Oye,0.024298963,388,468.89,Ekiti,7.858469248,5.33933691,96.735,99727.5589,AK,212.6886027,0.078618611
264,Aninri,0.036227422,604,293.127,Enugu,6.039421992,7.589767856,77.471,107066.2583,AK,365.2555319,0.078618611
269,Ezeagu,0.075567682,566,618.06,Enugu,6.398115629,7.202846137,114.805,179742.0722,KO,290.8165424,0.078618611
270,Igbo-Etiti,0.064408266,537,348.216,Enugu,6.67496908,7.406507066,77.96,113133.8798,KO,324.8956963,0.078618611
271,Igbo-Eze-North,0.035327126,500,329.982,Enugu,7.009783835,7.438469152,69.29,108773.394,KO,329.6343255,0.078618611
272,Igbo-Eze-South,0.06559927,507,184.238,Enugu,6.955858317,7.352201054,75.474,97396.0604,KO,528.6426275,0.078618611
280,Uzo-Uwani,0.025978269,520,902.676,Enugu,6.734888056,7.120716267,184.382,92694.5514,KO,102.6886185,0.078618611
285,Funakaye,0.043252227,218,1415.664,Gombe,10.80644346,11.40955096,150.326,207208.1497,KO,146.3681705,0.078618611
294,Ehime -Mbano,0.076361705,649,150.433,Imo,5.664908115,7.303041892,54.315,237419.3011,PL,1578.239489,0.078618611
296,Ideato North,0.054400293,629,186.445,Imo,5.866929768,7.15943157,73.368,401331.2199,PL,2152.544825,0.078618611
297,Ideato South,0.03161456,634,85.381,Imo,5.790747181,7.155467773,39.54,134290.1285,PL,1572.833868,0.078618611
310,Okigwe,0.042563712,628,267.045,Imo,5.810877556,7.32558642,80.064,228653.5553,LA,856.2360475,0.078618611
318,Onuimo,0.028767037,635,85.708,Imo,5.773626739,7.241101354,40.663,132330.6565,LA,1543.970884,0.078618611
321,Biriniwa,0.039891673,43,1587.695,Jigawa,12.78274911,10.03348447,173.679,199557.837,LA,125.690285,0.078618611
322,Birnin Kudu,0.067298841,171,1435.966,Jigawa,11.45117822,9.490816626,177.797,501384.8795,LA,349.1620829,0.078618611
323,Buji,0.044292758,167,546.281,Jigawa,11.56280156,9.732350811,108.467,157120.4794,LA,287.6184224,0.078618611
332,Jahun,0.02559372,121,1201.961,Jigawa,12.03398095,9.537859959,167.701,307127.0333,ON,255.5216295,0.078618611
334,Kaugama,0.03947657,54,858.143,Jigawa,12.46961444,9.745257453,189.301,150989.9288,ON,175.9496131,0.078618611
337,Kiyawa,0.049419155,144,1106.815,Jigawa,11.81169948,9.575601187,175.273,290124.1109,ON,262.1252069,0.078618611
343,Sule Tankarkar,0.042741826,760,1488.303,Jigawa,12.62622333,9.170087581,180.385,207110.6545,KW,139.158931,0.078618611
344,Taura,0.057987139,99,678.662,Jigawa,12.23304748,9.342632256,138.645,195141.845,KW,287.5390769,0.078618611
351,Jaba,0.034061751,284,429.905,Kaduna,9.448955533,8.03468141,98.461,157052.3173,KW,365.3186571,0.078618611
356,Kagarko,0.048653405,763,2235.093,Kaduna,9.437805796,7.616832014,249.469,306589.9636,KW,137.1710097,0.078618611
358,Kaura,0.05544266,278,508.776,Kaduna,9.593169817,8.457096992,104.383,166793.101,AD,327.8320931,0.078618611
361,Kudan,0.045997412,199,395.747,Kaduna,11.25202374,7.782917413,92.978,162827.5088,AD,411.4434444,0.078618611
374,Bunkure,0.057344632,164,470.368,Kano,11.66315062,8.567959462,118.722,242175.3577,AD,514.8635913,0.078618611
387,Gwarzo,0.041022885,141,363.268,Kano,11.8834986,7.941833468,91.415,327713.614,OG,902.1262924,0.078618611
388,Kabo,0.048184287,146,314.364,Kano,11.8667322,8.172368881,94.478,142131.3494,OG,452.1234919,0.078618611
390,Karaye,0.065967039,155,450.051,Kano,11.75039562,7.992822961,104.486,225782.4229,OG,501.6818603,0.078618611
392,Kiru,0.061113066,161,831.066,Kano,11.58852282,8.126619612,178.992,312943.83,OG,376.5571326,0.078618611
400,Rano,0.025300614,179,472.851,Kano,11.46649745,8.498752304,108.665,184905.243,EN,391.0433583,0.078618611
401,Rimin Gado,0.070413168,138,210.163,Kano,11.92564573,8.2584499,78.295,101291.9619,EN,481.9685763,0.078618611
412,Wudil,0.03147369,152,335.617,Kano,11.74145421,8.838378481,105.949,214437.4466,EN,638.9349961,0.078618611
413,Bakori,0.065894657,162,669.028,Katsina,11.60713461,7.434801111,136.59,343485.3825,EN,513.409577,0.078618611
419,Dandume,0.055823364,186,428.777,Katsina,11.38757556,7.201173148,94.646,195180.2562,BA,455.2022525,0.078618611
420,Danja,0.047447849,189,466.281,Katsina,11.38601676,7.564673086,121.701,193836.3891,BA,415.7072433,0.078618611
424,Dutsinma,0.050037596,78,546.871,Katsina,12.42948478,7.519051515,119.138,306901.7631,BA,561.1959001,0.078618611
425,Faskari,0.02589991,153,1701.466,Katsina,11.65618052,7.099663724,198.124,284888.0698,BA,167.4368279,0.078618611
432,Kankia,0.029921676,74,853.836,Katsina,12.43209444,7.790752228,146.346,200213.4404,BA,234.486998,0.078618611
436,Mai'Adua,0.045216173,15,576.688,Katsina,13.14458383,8.207989388,122.765,170186.8688,EB,295.1108204,0.078618611
437,Malumfashi,0.036815769,142,662.153,Katsina,11.83908055,7.65752298,133.543,380846.0196,EB,575.1631717,0.078618611
442,Rimi,0.065169558,35,473.409,Katsina,12.82160096,7.694783671,117.871,303304.7314,EB,640.6822249,0.078618611
450,Augie,0.028542665,24,1519.903,Kebbi,12.87537955,4.640789605,178.015,108214.5644,KB,71.19833595,0.078618611
453,Bunza,0.042321667,115,808.811,Kebbi,12.10347023,3.969043414,111.823,167071.2602,KB,206.5640307,0.078618611
454,Dandi,0.029360655,127,2210.102,Kebbi,11.79481155,3.837454824,198.234,150372.6405,KB,68.03877853,0.078618611
457,Gwandu,0.058178824,72,856.333,Kebbi,12.46654335,4.677673563,160.225,203207.2411,KB,237.2993229,0.078618611
458,Jega,0.038995213,114,904.481,Kebbi,12.03335407,4.485579777,139.043,194743.1176,KB,215.309241,0.078618611
459,Kalgo,0.03630422,89,696.867,Kebbi,12.26319279,4.082632534,128.713,111759.5731,KB,160.3743226,0.078618611
461,Maiyama,0.024232575,113,1482.546,Kebbi,11.90556644,4.352988708,205.124,196149.6071,KB,132.3059164,0.078618611
477,Kabba-Bunu,0.05564351,356,2701.448,Kogi,8.062777986,6.203364061,282.78,142515.4472,BY,52.75520654,0.078618611
479,Lokoja,0.065707029,340,3406.807,Kogi,8.172968519,6.460339465,395.127,248124.0701,AN,72.83185402,0.078618611
481,Ofu,0.025346601,460,1658.558,Kogi,7.302833482,7.038166309,266.705,161173.9098,AN,97.17713206,0.078618611
483,Okehi,0.074464021,408,730.224,Kogi,7.681918127,6.285425308,159.301,49835.537,AN,68.24691738,0.078618611
484,Okene,0.050021276,451,290.361,Kogi,7.449825111,6.322088225,126.337,191612.6155,AN,659.9116806,0.078618611
492,Ekiti,0.041407033,372,547.14,Kwara,8.075931169,5.346871191,108.866,32178.961,AN,58.81302957,0.078618611
500,Moro,0.033927456,316,3183.797,Kwara,8.828460082,4.576806508,250.215,143596.2226,EK,45.10219169,0.078618611
502,Oke Ero,0.068156656,364,418.991,Kwara,8.158304247,5.264552132,124.94,33677.6618,EK,80.37800764,0.078618611
503,Oyun,0.071203449,362,477.98,Kwara,8.145574973,4.658419725,154.368,88494.5817,EK,185.1428547,0.078618611
534,Nasarawa Egon,0.028884437,333,1186.461,Nasarawa,8.740715942,8.420908872,157.254,59682.0206,OY,50.30255575,0.078618611
537,Wamba,0.033690054,309,1183.679,Nasarawa,8.976767931,8.676112515,142.807,229804.4865,OY,194.1442625,0.078618611
548,Kontagora,0.031419532,229,2021.578,Niger,10.42471955,5.475140341,206.77,235330.715,KN,116.4094163,0.078618611
554,Mokwa,0.060392706,287,3986.091,Niger,9.24373037,5.146363936,582.23,249665.4491,KN,62.6341569,0.078618611
557,Rafi,0.028429771,238,3508.958,Niger,10.16516014,6.248211618,309.948,274147.6576,KN,78.12793929,0.078618611
559,Shiroro,0.024960018,234,5275.07,Niger,10.11113888,6.672110695,459.323,279214.1438,KN,52.93088884,0.078618611
566,Egbado-Yewa North,0.069444562,464,1968.764,Ogun,7.153682835,2.904207694,199.323,359098.1154,KN,182.3977457,0.078618611
570,Ijebu East,0.064341584,503,2205.946,Ogun,6.824047645,4.257214928,237.895,251168.8993,KN,113.8599491,0.078618611
571,Ijebu North,0.065590507,498,847.191,Ogun,7.003856463,3.978088179,133.278,324306.3666,KN,382.8019497,0.078618611
578,Odeda,0.04940379,458,1398.575,Ogun,7.295861108,3.513851462,183.993,306342.9261,KN,219.0393265,0.078618611
583,Akoko North-East,0.027869753,433,430.565,Ondo,7.553300708,5.837089187,119.263,158926.0442,KN,369.1104577,0.078618611
584,Akoko North-West,0.031721682,419,551.235,Ondo,7.649377421,5.778817026,102.289,131582.9604,KN,238.7057433,0.078618611
585,Akoko South-East,0.044506,453,232.592,Ondo,7.435938211,5.886985587,78.973,42489.843,KN,182.6797267,0.078618611
586,Akoko South-West,0.045389352,457,507.272,Ondo,7.403156836,5.673885316,94.773,157666.4123,KN,310.8123695,0.078618611
589,Ese Odo,0.032502759,576,720.855,Ondo,6.212754714,4.971192555,138.733,82564.181,KN,114.5364616,0.078618611
591,Ifedore,0.066762695,466,246.27,Ondo,7.36536094,5.090168209,73.011,487590.6749,KN,1979.90285,0.078618611
592,Ilaje,0.044456519,553,1452.769,Ondo,6.226364988,4.77286,279.386,181092.4281,KT,124.6532849,0.078618611
595,Odigbo,0.051949131,515,1886.304,Ondo,6.754962565,4.721825663,226.334,313697.4267,KT,166.3026886,0.078618611
598,Ondo West,0.045986765,496,847.8,Ondo,7.000040149,4.725554938,125.156,247654.2394,KT,292.1139884,0.078618611
599,Ose,0.024957585,470,1543.645,Ondo,7.059882321,5.722824538,236.035,149099.1579,KT,96.58902008,0.078618611
601,Ayedade,0.045567029,442,1050.332,Osun,7.295480736,4.309933481,243.493,168276.297,KT,160.2124823,0.078618611
602,Ayedire,0.043959673,437,281.556,Osun,7.543858021,4.240144314,83.498,81930.2361,KT,290.990908,0.078618611
603,Atakunmosa East,0.060148658,449,576.43,Osun,7.302564146,4.803723021,130.448,62425.1518,KT,108.2961536,0.078618611
604,Atakunmosa West,0.066191409,426,578.505,Osun,7.492060476,4.675205419,154.998,80596.676,KT,139.3188927,0.078618611
605,Boluwaduro,0.066863367,390,149.761,Osun,7.918911784,4.81303383,59.331,55667.3489,KT,371.7079139,0.078618611
615,Ifedayo,0.063429,385,115.146,Osun,7.96253821,5.001676714,52.451,24143.4722,KT,209.6770378,0.078618611
617,Ila,0.031379888,378,333.442,Osun,7.977367932,4.900588148,94.173,105478.0964,KT,316.3311652,0.078618611
621,Irewole,0.071290301,459,309.774,Osun,7.384236534,4.218556432,77.992,163152.9011,KT,526.6836503,0.078618611
622,Isokan,0.026322682,482,196.454,Osun,7.270772152,4.18760634,57.96,105830.7954,KT,538.7052206,0.078618611
625,Odo Otin,0.077269192,382,278.912,Osun,7.99185323,4.682342996,83.094,157932.853,KT,566.2461744,0.078618611
631,Afijio,0.04616253,405,726.712,Oyo,7.746654071,3.897557159,139.576,124193.2962,YO,170.8975443,0.078618611
646,Iseyin,0.052676091,383,1351.944,Oyo,7.864728388,3.533333082,187.88,279277.0715,JI,206.5744376,0.078618611
647,Itesiwaju,0.024488669,359,1371.911,Oyo,8.188709393,3.511793442,204.175,58569.7028,JI,42.69205714,0.078618611
649,Kajola,0.029034565,371,586.18,Oyo,8.026391245,3.357533626,102.904,89013.0774,JI,151.8528053,0.078618611
652,Ogbomosho South,0.064059928,376,71.937,Oyo,8.079880583,4.233329183,40.332,157331.0128,JI,2187.066639,0.078618611
653,Ogo Oluwa,0.037931336,379,473.845,Oyo,7.942995866,4.221617071,121.498,62500.1543,JI,131.8999975,0.078618611
658,Ori Ire,0.024132934,345,1910.959,Oyo,8.334229821,4.144232678,211.283,134256.6151,JI,70.25614631,0.078618611
660,Oyo West,0.075540216,375,526.294,Oyo,7.941570227,3.821797048,105.775,359851.8343,JI,683.7467923,0.078618611
663,Surulere,0.02799161,365,799.216,Oyo,8.07179199,4.414903225,128.203,118282.3147,JI,147.9979313,0.078618611
664,Barkin Ladi,0.034254173,272,856.055,Plateau,9.556095409,8.912174316,166.41,164746.9802,JI,192.4490602,0.078618611
665,Bassa,0.041003515,247,1479.105,Plateau,10.06732158,8.783184712,185.895,105978.6511,JI,71.65052589,0.078618611
667,Jos East,0.028189655,267,802.559,Plateau,9.865349095,9.072094977,108.536,39962.1055,JI,49.79335538,0.078618611
705,Bodinga,0.046022056,44,554.94,Sokoto,12.82542038,5.230392976,110.327,341899.6374,BR,616.1019883,0.078618611
714,Kware,0.058930011,12,702.678,Sokoto,13.14966076,5.311966682,147.599,226929.4347,BR,322.9493946,0.078618611
727,Ardo-Kola,0.026310774,318,2417.985,Taraba,8.811156806,11.23745484,212.958,129156.5381,ZA,53.41494596,0.078618611
754,Nangere,0.048984064,129,998.029,Yobe,11.7931178,10.99906405,159.144,202819.9121,KD,203.2204596,0.078618611
756,Potiskum,0.071719732,159,553.724,Yobe,11.69981758,11.19555791,99.835,435233.3322,KD,786.0113201,0.078618611
761,Bakura,0.040151909,59,2366.145,Zamfara,12.52981379,5.836028831,203.482,156087.663,GO,65.96707429,0.078618611
764,Bungudu,0.03064773,87,1728.315,Zamfara,12.17479268,6.549680925,255.969,322814.8375,GO,186.7800936,0.078618611
767,Kaura Namoda,0.040189567,67,677.842,Zamfara,12.53641215,6.593420659,141.58,261690.0572,GO,386.0635033,0.078618611
