,lga,Borehole,Don't Know,Handpump,Overhead Tank,Rainwater Harvesting System,Tap,Unimproved,Unimproved Large Diameter Well,Unimproved Rainwater Harvesting System,Unimproved Well,Unprotected Spring,Untreated Surface Water,,Average Nighttime mean,system:index,AREA,STATE,Latitude,Longitude,PERIMETER,Population
529,kano dambatta,66,0,0,0,0,68,1,0,0,104,0,0,,0.015897551,80,800.022,Kano,12.39952488,8.619752326,135.711,367982.7104
162,kano dawakin kudu,63,0,0,0,0,81,0,0,0,63,0,5,,0.212572162,151,351.8,Kano,11.79647742,8.64593769,101.37,382454.3916
340,kano dawakin tofa,162,0,0,0,0,102,0,0,0,104,0,1,,0.125491925,116,449.088,Kano,12.12117243,8.368692298,115.287,424208.6994
131,kano doguwa,18,0,0,0,0,34,0,0,0,41,0,1,,0.004804571,207,1445.992,Kano,10.83418793,8.646021817,200.421,193906.3383
161,kano fagge,15,0,0,0,0,14,0,0,0,1,0,0,,20.16933113,137,27.66,Kano,11.98513403,8.553782299,20.167,291916.8191
491,kano gabasawa,7,0,62,0,0,26,5,2,0,0,0,0,,0.023478853,109,660.079,Kano,12.15378945,8.835443657,116.994,262875.5934
572,kano garko,49,1,0,0,0,124,2,0,0,144,1,21,,-0.003368476,172,458.608,Kano,11.55063808,8.808933781,127.175,219544.2736
196,kano garun mallam,2,1,73,0,0,19,0,4,0,0,0,0,,0.127468583,166,240.516,Kano,11.64693873,8.373045626,69.719,150436.4323
561,kano gaya,17,1,0,0,0,197,0,0,0,91,0,0,,0.003059412,154,619.544,Kano,11.77295068,9.016087206,119.561,265273.4781
317,kano gazewa,92,1,0,0,0,126,0,0,0,247,1,1,,0.959274472,125,364.907,Kano,12.03363736,8.703944396,89.021,399867.5522
124,kano gwale,0,0,0,0,0,16,0,0,0,2,0,0,,13.30747521,139,23.81,Kano,11.96826402,8.468683485,23.055,825782.9281
35,kano gwarzo,14,3,0,0,0,134,1,0,0,101,0,4,,0.041022885,141,363.268,Kano,11.8834986,7.941833468,91.415,327713.614
436,kano kabo,68,0,0,0,0,189,0,0,0,57,0,0,,0.048184287,146,314.364,Kano,11.8667322,8.172368881,94.478,142131.3494
650,kano kano municipal,27,3,0,0,0,21,0,0,0,5,0,0,,6.915155973,145,26.499,Kano,11.94045083,8.477484735,22.044,353763.9821
206,kano karaye,88,3,0,0,0,147,0,0,0,196,0,9,,0.065967039,155,450.051,Kano,11.75039562,7.992822961,104.486,225782.4229
459,kano kibiya,27,1,0,0,0,44,0,0,0,64,1,0,,-0.006459693,178,373.929,Kano,11.4879074,8.64464937,85.52,146385.8359
393,kano kiru,24,0,0,0,0,100,0,0,0,32,1,7,,0.061113066,161,831.066,Kano,11.58852282,8.126619612,178.992,312943.83
57,kano kumbotso,41,9,0,0,0,17,0,0,0,12,0,0,,1.911886744,147,162.81,Kano,11.90499976,8.497289107,63.807,997846.4213
637,kano kunchi,0,0,23,3,0,29,54,0,0,0,0,0,,0.005036805,83,706.672,Kano,12.40769156,8.253341051,113.824,211940.9125
54,kano kura,30,11,0,0,0,100,3,0,0,277,1,7,,0.168221299,158,240.989,Kano,11.77075117,8.470033232,78.902,186962.5926
452,kano madobi,79,5,0,0,0,156,0,0,0,115,0,0,,0.180882475,150,267.91,Kano,11.80999359,8.35477438,89.933,192410.5215
113,kano makoda,95,1,0,0,0,82,0,0,0,124,0,0,,0.017624796,81,403.585,Kano,12.40859583,8.46151557,122.794,206787.3492
321,kano minjibir,0,0,155,41,0,11,111,0,0,0,0,0,,0.124624434,107,415.334,Kano,12.17366119,8.597659497,89.745,351215.8834
188,kano nassarawa,80,0,0,0,0,138,0,0,0,13,0,0,,17.91251811,133,19.019,Kano,12.00588309,8.508378021,21.054,641461.4104
108,kano rano,59,0,0,0,0,64,0,0,0,142,1,4,,0.025300614,179,472.851,Kano,11.46649745,8.498752304,108.665,184905.243
598,kano rimin gado,106,2,0,0,0,104,4,0,0,228,1,5,,0.070413168,138,210.163,Kano,11.92564573,8.2584499,78.295,101291.9619
172,kano rogo,55,0,0,0,0,67,0,0,0,43,0,0,,0.0000653,177,814.539,Kano,11.50510088,7.84791856,114.528,301983.413
284,kano shanono,49,0,0,0,0,64,0,0,0,83,0,3,,0.015074542,110,626.404,Kano,12.06729684,7.940861297,126.97,157862.9711
67,kano sumaila,0,0,81,21,0,3,36,0,0,0,0,0,,-0.011383717,184,1190.879,Kano,11.31154184,8.870888222,157.924,371164.5493
738,kano takai,3,1,173,0,0,28,0,1,0,0,0,0,,0.017228475,180,786.059,Kano,11.46715012,9.143514153,137.931,275061.9215
674,kano tarauni,24,1,0,0,0,45,0,0,0,8,0,0,,11.51342767,140,23.628,Kano,11.95497908,8.528279622,25.141,295562.1899
274,kano tofa,94,1,0,0,0,89,0,0,0,34,0,0,,0.189094947,128,203.698,Kano,11.99572703,8.310674703,66.71,123758.0173
178,kano tsanyawa,116,1,0,0,0,127,8,0,0,75,0,3,,0.004250644,94,412.742,Kano,12.25019054,7.99336752,87.777,169730.1318
614,kano tudun wada,136,0,0,0,0,25,0,0,0,311,0,1,,0.011051979,195,1132.51,Kano,11.25111607,8.556984468,226.083,278653.9702
300,kano ungogo,78,1,0,0,0,18,0,0,0,20,0,0,,3.717411098,126,187.442,Kano,12.04681019,8.504618378,76.109,888851.0263
194,kano warawa,0,0,69,13,0,19,91,0,0,0,0,0,,0.399647855,143,345.302,Kano,11.89882564,8.728475188,86.974,194546.6469
737,kano wudil,79,0,0,0,0,34,0,0,0,53,1,0,,0.03147369,152,335.617,Kano,11.74145421,8.838378481,105.949,214437.4466
74,katsina bakori,141,3,0,0,0,41,1,0,0,502,1,15,,0.065894657,162,669.028,Katsina,11.60713461,7.434801111,136.59,343485.3825
660,katsina batagarawa,45,0,0,0,0,150,0,0,0,80,0,0,,0.197064379,36,442.871,Katsina,12.88516262,7.566188666,156.647,282857.8007
526,katsina batsari,2,1,0,0,0,106,8,0,0,68,0,11,,0.003616707,39,1072.743,Katsina,12.77216625,7.244708626,163.425,295853.2455
268,katsina baure,12,2,0,0,0,131,0,0,0,71,0,0,,-0.000779,47,735.83,Katsina,12.78769183,8.755763971,123.193,282913.3943
531,katsina bindawa,2,12,0,0,0,122,0,0,0,14,0,1,,0.017816314,55,393.549,Katsina,12.7089658,7.85298859,110.336,270062.0589
353,katsina charanchi,46,0,0,0,0,55,0,0,0,36,0,2,,0.018098035,63,464.027,Katsina,12.59488242,7.673961032,108.887,217790.0756
471,katsina dan musa,0,0,124,50,0,0,188,0,0,0,0,0,,0.055823364,186,428.777,Katsina,11.38757556,7.201173148,94.646,195180.2562
109,katsina dandume,0,0,60,39,0,26,213,0,0,0,0,0,,0.047447849,189,466.281,Katsina,11.38601676,7.564673086,121.701,193836.3891
120,katsina danja,43,11,0,0,0,91,1,0,0,103,11,1,,-0.003613663,104,794.96,Katsina,12.20703584,7.334250498,124.908,208161.8005
760,katsina daura,30,1,0,0,0,24,0,0,0,46,0,0,,0.093119864,30,314.929,Katsina,12.98523917,8.242109483,74.735,128285.2161
513,katsina dutsi,24,1,0,0,0,10,0,0,0,32,0,0,,0.019073758,38,288.665,Katsina,12.90263359,8.136302841,83.753,107271.9371
688,katsina dutsin ma,68,0,0,0,0,48,0,0,0,89,0,0,,0.050037596,78,546.871,Katsina,12.42948478,7.519051515,119.138,306901.7631
382,katsina faskari,213,5,0,0,0,9,1,0,0,304,0,14,,0.02589991,153,1701.466,Katsina,11.65618052,7.099663724,198.124,284888.0698
273,katsina funtua,83,1,0,0,0,111,0,0,0,296,0,0,,0.293841279,183,482.248,Katsina,11.44281905,7.305979028,113.663,390558.0188
457,katsina ingawa,0,0,128,31,0,7,161,0,0,0,0,0,,0.012488506,58,765.692,Katsina,12.60708302,8.068530894,159.374,208269.0558
369,katsina jibia,79,10,0,0,0,41,1,0,0,13,0,1,,0.015283572,20,1099.06,Katsina,12.9855642,7.296388293,209.112,255795.794
685,katsina kafur,8,34,0,0,0,72,0,0,0,49,0,0,,0.010714262,156,1031.357,Katsina,11.63658122,7.70052059,158.518,330098.0645
333,katsina kaita,53,7,156,0,0,56,6,112,1,0,0,0,,0.020997998,11,972.081,Katsina,13.16246705,7.723243228,137.735,252803.7792
486,katsina kankara,82,82,0,0,0,56,0,0,0,136,0,0,,0.009294814,118,1435.922,Katsina,11.95409475,7.371022176,210.868,353637.3234
368,katsina kankia,102,1,0,0,0,53,2,0,0,35,0,1,,0.029921676,74,853.836,Katsina,12.43209444,7.790752228,146.346,200213.4404
536,katsina katsina,93,7,0,0,0,91,0,0,0,34,0,0,,2.606165846,32,145.475,Katsina,13.00103211,7.611729149,46.744,644651.8899
591,katsina kurfi,138,0,0,0,0,5,3,0,0,156,1,12,,0.011347405,49,558.026,Katsina,12.68434974,7.488803906,132.697,178314.8615
257,katsina kusada,88,0,0,0,0,1,2,0,0,24,0,1,,0.008040642,82,399.347,Katsina,12.44139852,7.978341385,85.685,115261.2444
262,katsina mai adua,190,1,0,0,0,4,0,0,0,406,0,2,,0.045216173,15,576.688,Katsina,13.14458383,8.207989388,122.765,170186.8688
198,katsina malumfashi,115,34,0,0,0,52,1,0,0,168,0,0,,0.036815769,142,662.153,Katsina,11.83908055,7.65752298,133.543,380846.0196
733,katsina mani,97,3,0,0,0,35,0,0,0,174,1,2,,0.021456909,28,775.836,Katsina,12.88463851,7.922192836,159.483,309711.905
503,katsina mashi,55,2,55,0,0,64,120,65,0,0,0,0,,0.02405384,13,910.661,Katsina,13.12406113,7.983345225,141.039,308926.5094
371,katsina matazu,114,0,0,0,0,97,1,0,0,26,0,0,,0.001318548,98,517.26,Katsina,12.24530625,7.627552973,93.649,158285.2705
242,katsina musawa,15,2,116,0,0,51,27,10,0,0,0,0,,0.00265241,112,862.701,Katsina,12.07253995,7.695137791,167.405,178815.7823
324,katsina rimi,82,0,0,0,0,117,0,0,0,109,1,27,,0.065169558,35,473.409,Katsina,12.82160096,7.694783671,117.871,303304.7314
173,katsina sabuwa,71,3,0,0,0,32,1,0,0,77,1,1,,0.01968112,193,665.734,Katsina,11.28418074,7.093503468,131.035,146364.4222
647,katsina safana,36,4,0,0,0,52,0,0,0,35,0,1,,-0.003776581,71,1353.244,Katsina,12.46986042,7.260129069,157.759,233431.1054
392,katsina sandamu,35,3,0,0,0,90,0,0,0,33,0,0,,0.01459833,41,287.807,Katsina,12.89188358,8.348610372,77.109,103430.8879
708,katsina zango,0,0,59,55,0,7,79,0,0,0,0,0,,0.007667652,31,648.034,Katsina,12.93936925,8.530927568,112.034,164024.6486
251,kebbi aliero,106,0,0,0,0,72,0,0,0,73,0,2,,0.180126855,95,366.516,Kebbi,12.24898777,4.478593021,81.196,64228.5316
386,kebbi arewa dandi,0,0,9,39,0,3,44,0,0,0,0,0,,0.006829548,19,4952.362,Kebbi,12.69408742,4.055095217,374.855,249083.8789
408,kebbi argungu,42,28,0,0,0,97,0,0,0,82,1,0,,0.095235451,57,1207.803,Kebbi,12.63437062,4.441094495,171.732,227949.1784
499,kebbi augie,5,7,141,0,0,31,1,5,0,0,0,0,,0.028542665,24,1519.903,Kebbi,12.87537955,4.640789605,178.015,108214.5644
613,kebbi bagudo,2,122,0,0,0,17,0,0,0,0,0,0,,0.002990419,754,4919.312,Kebbi,11.3169455,3.964112828,327.435,347390.3716
10,kebbi birnin kebbi,129,2,0,0,0,141,0,0,0,172,1,0,,0.294839581,76,1253.632,Kebbi,12.41304014,4.304825012,172.714,422641.7664
294,kebbi bunza,8,7,120,0,0,43,35,8,0,0,0,0,,0.042321667,115,808.811,Kebbi,12.10347023,3.969043414,111.823,167071.2602
535,kebbi dandi,30,1,0,0,0,85,0,0,0,85,0,0,,0.029360655,127,2210.102,Kebbi,11.79481155,3.837454824,198.234,150372.6405
149,kebbi fakai,29,25,0,0,0,20,0,0,0,18,0,1,,0.003921262,173,1959.322,Kebbi,11.49284221,4.930894685,214.264,136543.425
564,kebbi gwandu,22,1,0,0,0,96,0,0,0,153,0,1,,0.058178824,72,856.333,Kebbi,12.46654335,4.677673563,160.225,203207.2411
73,kebbi jega,28,0,0,0,0,130,1,0,0,60,4,3,,0.038995213,114,904.481,Kebbi,12.03335407,4.485579777,139.043,194743.1176
389,kebbi kalgo,0,0,82,29,0,1,2,0,0,0,0,0,,0.03630422,89,696.867,Kebbi,12.26319279,4.082632534,128.713,111759.5731
622,kebbi koko besse,2,0,0,0,0,36,2,0,0,7,28,0,,0.008911706,174,1309.468,Kebbi,11.43553052,4.439522314,193.856,170600.358
557,kebbi maiyama,54,1,0,0,0,55,0,0,0,8,0,0,,0.024232575,113,1482.546,Kebbi,11.90556644,4.352988708,205.124,196149.6071
303,kebbi ngaski,0,0,151,28,0,0,12,0,0,0,0,0,,-0.003799071,216,2595.889,Kebbi,10.54388828,4.774278414,308.5,129342.3709
100,kebbi sakaba,0,0,43,13,0,0,24,0,0,0,0,0,,-0.01161102,197,1359.464,Kebbi,11.14853626,5.544382965,174.433,132836.212
592,kebbi shanga,117,1,0,0,0,14,1,0,0,39,1,0,,0.001643734,187,1502.343,Kebbi,11.20841565,4.726687552,205.3,183220.0049
582,kebbi suru,11,3,182,0,0,57,34,1,0,0,0,0,,0.015675748,132,1288.358,Kebbi,11.77074914,4.13634038,192.822,190251.4035
478,kebbi wasagu danko,35,1,0,0,0,142,0,0,0,15,0,0,,-0.006526368,768,3442.304,Kebbi,11.4171193,5.651138235,339.835,337427.9165
695,kebbi yauri,37,0,0,0,0,27,0,0,0,16,3,1,,0.001536622,210,953.027,Kebbi,11.00141418,4.606525387,205.94,101747.1478
373,kebbi zuru,135,1,0,0,0,7,0,0,0,61,0,2,,0.004326844,168,523.199,Kebbi,11.4808801,5.307618809,138.763,227102.4801
712,kogi adavi,39,0,0,0,0,31,0,0,0,0,1,0,,0.099715636,410,717.632,Kogi,7.641412889,6.433701073,163.042,272742.9786
605,kogi ajaokuta,0,1,30,0,0,20,0,1,0,0,0,0,,0.124730925,421,1375.68,Kogi,7.494015682,6.589818143,168.086,114023.6088
365,kogi ankpa,9,0,0,0,0,21,0,0,0,0,0,0,,0.002143709,439,1269.452,Kogi,7.433711677,7.651150523,166.68,260857.9453
689,kogi bassa,10,1,0,0,0,2,0,0,0,4,0,1,,0.020638672,386,1924.212,Kogi,7.770953126,7.024394532,241.143,105978.6511
104,kogi dekina,47,3,0,0,0,35,3,0,0,1,1,4,,0.021440356,411,2495.273,Kogi,7.548162861,7.176570267,232.029,398693.1336
271,kogi ibaji,6,1,0,0,0,6,0,0,0,1,0,1,,-0.000584,508,1382.18,Kogi,6.799308643,6.763027373,165.275,66559.1411
395,kogi idah,17,2,0,0,0,13,0,0,0,12,0,0,,0.003247121,502,47.846,Kogi,7.06072277,6.713153885,30.648,35322.7548
327,kogi igalamela odolu,0,0,1,10,8,0,7,0,0,0,0,0,,0.004876115,487,1997.448,Kogi,7.057314387,7.018737145,227.234,158820.4843
553,kogi ijumu,102,8,0,0,0,50,1,0,0,174,2,0,,0.011861267,377,915.216,Kogi,7.848778363,5.956135866,156.888,100911.8984
443,kogi kabba bunu,11,2,65,0,0,41,0,12,0,1,0,0,,0.05564351,356,2701.448,Kogi,8.062777986,6.203364061,282.78,142515.4472
596,kogi kogi,0,0,38,18,0,2,35,0,0,0,0,0,,0.015548452,357,1533.698,Kogi,8.123407648,6.859037788,192.229,68992.1184
338,kogi lokoja,21,8,0,0,0,24,0,0,0,1,0,0,,0.065707029,340,3406.807,Kogi,8.172968519,6.460339465,395.127,248124.0701
559,kogi mopa muro,8,0,0,0,0,90,0,0,0,7,0,0,,0.008767779,363,878.826,Kogi,8.103316065,5.878465265,133.681,40492.2346
355,kogi ofu,12,5,0,0,0,10,0,0,0,1,0,0,,0.025346601,460,1658.558,Kogi,7.302833482,7.038166309,266.705,161173.9098
143,kogi ogori magongo,11,48,0,0,0,44,0,0,0,11,0,0,,0.086777175,456,74.93,Kogi,7.46150387,6.153370107,40.438,19590.8858
405,kogi okehi,0,0,39,34,0,5,17,0,0,0,0,0,,0.074464021,408,730.224,Kogi,7.681918127,6.285425308,159.301,49835.537
145,kogi okene,41,2,0,0,0,50,1,0,0,29,0,3,,0.050021276,451,290.361,Kogi,7.449825111,6.322088225,126.337,191612.6155
39,kogi olamaboro,2,0,0,0,0,16,3,0,0,0,0,0,,0.007584123,484,1210.098,Kogi,7.183620341,7.558015588,164.898,209983.6833
62,kogi omala,0,2,7,0,0,16,0,2,0,0,0,0,,0.003251476,384,1753.854,Kogi,7.799618662,7.540982471,176.079,96743.6379
218,kogi yagba east,24,2,0,0,0,59,0,0,0,52,1,2,,-0.000698,355,1519.535,Kogi,8.164109031,5.761314932,237.886,67100.3064
285,kogi yagba west,66,1,0,0,0,3,0,0,0,10,0,2,,0.019954824,351,1181.312,Kogi,8.296407812,5.527479568,159.37,56595.771
307,kwara asa,4,5,240,0,0,46,2,23,0,0,0,1,,0.089187348,342,1570.266,Kwara,8.417440237,4.44609312,197.482,136305.6814
363,kwara baruten,135,47,0,0,0,89,3,0,0,149,5,1,,0.006406794,257,10357.668,Kwara,9.294789104,3.391994126,542.227,267678.6119
659,kwara edu,131,13,0,0,0,26,0,0,0,99,0,2,,0.018073851,759,2523.44,Kwara,8.876399537,5.205395566,267.67,125798.2986
99,kwara ekiti,0,0,48,29,0,29,36,0,0,0,0,0,,0.041407033,372,547.14,Kwara,8.075931169,5.346871191,108.866,32178.961
49,kwara ifelodun,2,5,192,0,0,105,2,18,0,0,0,0,,0.02226576,323,3476.224,Kwara,8.530528119,5.066798493,405.589,117189.7347
440,kwara ilorin east,0,0,219,54,0,24,28,0,0,0,0,0,,0.259748834,341,434.493,Kwara,8.582616819,4.784356848,149.429,700643.2818
726,kwara ilorin south,212,2,0,0,0,49,1,0,0,17,1,0,,0.434312463,352,166.344,Kwara,8.435253145,4.692388286,66.358,62561.5689
267,kwara ilorin west,82,26,0,0,0,38,0,0,0,19,0,0,,1.735200881,349,98.404,Kwara,8.47156965,4.554961919,52.512,345260.7176
404,kwara irepodun,27,12,0,0,0,122,0,0,0,26,0,0,,0.138789554,360,744.714,Kwara,8.156105541,4.935743468,158.096,104900.4311
593,kwara isin,47,22,0,0,0,138,0,0,0,84,0,3,,0.093079366,361,633.065,Kwara,8.253496477,5.054078318,111.345,31856.3086
241,kwara kaiama,9,0,180,0,0,23,3,17,0,0,0,0,,0.003830902,256,7887.974,Kwara,9.459544871,4.179281633,410.375,196830.9889
560,kwara moro,216,29,0,0,0,54,0,0,0,26,1,1,,0.033927456,316,3183.797,Kwara,8.828460082,4.576806508,250.215,143596.2226
71,kwara offa,83,0,0,0,0,280,1,0,0,230,0,4,,0.34917052,370,97.357,Kwara,8.13754072,4.699779287,42.606,126926.4981
103,kwara oke ero,0,0,105,30,0,19,30,0,0,0,0,0,,0.068156656,364,418.991,Kwara,8.158304247,5.264552132,124.94,33677.6618
409,kwara oyun,102,63,0,0,0,162,1,0,0,138,0,1,,0.071203449,362,477.98,Kwara,8.145574973,4.658419725,154.368,88494.5817
88,kwara patigi,0,0,173,54,0,19,74,0,0,0,0,0,,0.007184223,330,2951.182,Kwara,8.615922923,5.811979376,238.21,77336.6459
528,lagos agege,2,0,0,0,0,93,0,0,0,7,0,0,,10.06471657,549,16.575,Lagos,6.640746038,3.305409927,18.782,289449.7823
397,lagos ajeromi ifelodun,0,0,1,110,0,52,137,0,0,0,0,0,,10.49726575,574,11.645,Lagos,6.466175056,3.324312762,13.097,314222.5886
421,lagos alimosho,23,2,0,0,0,102,0,0,0,1,0,0,,5.743507962,543,148.062,Lagos,6.598164184,3.245760198,55.194,2079944.119
683,lagos amuwo odofin,4,24,0,0,0,118,0,0,0,109,0,0,,3.306997327,569,190.955,Lagos,6.450737649,3.264784915,67.32,377541.2873
225,lagos apapa,0,0,1,78,0,15,23,0,0,0,0,0,,18.56885596,765,43.227,Lagos,6.437019209,3.362923608,34.006,271369.4581
583,lagos badagry,0,0,14,50,0,6,42,0,0,0,0,0,,0.894234906,570,516.531,Lagos,6.446571434,2.910629984,115.339,663729.649
76,lagos epe,0,0,13,159,0,11,15,0,0,0,0,0,,0.178124013,749,1205.291,Lagos,6.561913665,3.95022511,247.437,202902.058
442,lagos eti osa,3,1,3,0,0,83,4,1,0,0,0,0,,10.26324599,764,201.279,Lagos,6.452816939,3.533949934,85.069,493328.1549
684,lagos ibeju lekki,0,0,15,0,0,94,0,4,0,0,0,0,,0.61599334,564,488.075,Lagos,6.4672077,3.864350818,157.064,302704.1231
240,lagos ifako ijaye,5,3,0,0,0,36,0,0,0,2,0,0,,8.809837562,542,33.615,Lagos,6.677260018,3.303991521,28.115,297182.406
512,lagos ikeja,1,1,4,0,0,97,0,0,0,0,0,0,,17.12913933,551,45.744,Lagos,6.619092372,3.335571541,32.736,307583.9476
346,lagos ikorodu,97,2,0,0,0,66,0,0,0,8,0,2,,3.576643951,546,369.494,Lagos,6.626210641,3.558520355,88.09,1241907.315
492,lagos kosofe,30,13,0,0,0,70,1,0,0,11,4,0,,8.81912905,554,74.118,Lagos,6.607016502,3.401006934,38.369,489892.8572
555,lagos lagos island,21,0,0,0,0,111,0,0,0,0,0,0,,2.785135551,558,238.99,Lagos,6.518635791,3.48232324,94.966,44729.8769
224,lagos lagos mainland,24,1,0,0,0,398,0,0,0,17,0,0,,11.659153,567,22.781,Lagos,6.504245784,3.374241828,22.449,269611.8083
70,lagos mushin,45,0,0,0,0,72,0,0,0,2,0,0,,13.10961275,562,17.387,Lagos,6.551415191,3.342003952,18.422,350625.5487
279,lagos ojo,11,4,0,0,0,123,0,0,0,24,0,0,,2.044719931,565,196.583,Lagos,6.459484086,3.143994795,68.195,695867.6416
26,lagos oshodi isolo,1,0,0,0,0,37,0,0,0,2,0,0,,9.339666849,560,38.595,Lagos,6.558732161,3.304116408,28.349,557312.4779
331,lagos shomolu,43,1,0,0,0,275,0,0,0,128,1,0,,11.98190406,561,18.304,Lagos,6.553516883,3.378711137,17.122,151658.4182
156,lagos surulere,3,43,0,0,0,182,0,0,0,24,1,0,,10.04605972,568,30.717,Lagos,6.507097202,3.335343463,23.004,118282.3147
129,nasarawa akwanga,3,1,53,0,0,47,0,2,0,0,0,0,,0.136935464,313,848.06,Nasarawa,8.993858101,8.327013762,117.66,100919.687
215,nasarawa awe,0,0,77,22,0,6,21,0,0,0,0,0,,-0.020159027,353,2627.772,Nasarawa,8.249846841,9.218539268,261.033,181481.1166
142,nasarawa doma,28,183,0,0,0,65,0,0,0,202,3,3,,-0.007335718,350,2605.347,Nasarawa,8.163337811,8.281219083,265.182,1051199.328
465,nasarawa karu,91,18,0,0,0,173,4,0,0,75,1,0,,0.26924641,299,2657.359,Nasarawa,9.027654054,7.765845874,284.963,715324.7288
81,nasarawa keana,6,11,0,0,0,75,0,0,0,13,0,0,,-0.018902763,366,1055.373,Nasarawa,8.167463773,8.768291906,152.422,114682.9795
629,nasarawa keffi,35,3,0,0,0,61,2,0,0,24,1,0,,0.362878366,332,158.196,Nasarawa,8.829535044,7.823715697,49.072,191251.8254
546,nasarawa kokona,0,0,40,18,0,37,150,0,0,0,0,0,,0.023388608,312,1794.341,Nasarawa,8.832132498,8.04998983,196.998,232705.6638
11,nasarawa lafia,58,14,0,0,0,60,2,0,0,181,1,1,,0.022016583,324,2784.072,Nasarawa,8.640066862,8.699591118,365.24,238548.817
275,nasarawa nasarawa,0,0,51,40,0,10,59,0,0,0,0,0,,0.010457774,337,5806.401,Nasarawa,8.328995153,7.776540905,349.767,331586.5174
72,nasarawa nasarawa eggon,0,0,29,35,0,9,12,0,0,0,0,0,,0.028884437,333,1186.461,Nasarawa,8.740715942,8.420908872,157.254,59682.0206
525,nasarawa obi,27,1,22,0,0,36,0,39,0,0,0,0,,-0.013209721,354,992.172,Nasarawa,8.347375883,8.727688167,154.195,89982.8918
4,nasarawa toto,3,5,22,0,0,63,1,6,0,0,0,0,,-0.007212118,346,2737.782,Nasarawa,8.238495568,7.202320688,257.718,131405.2564
391,nasarawa wamba,40,6,29,0,0,79,54,21,0,38,0,0,,0.033690054,309,1183.679,Nasarawa,8.976767931,8.676112515,142.807,229804.4865
328,niger agaie,339,23,0,0,0,56,8,0,0,85,1,0,,0.006754227,305,1868.953,Niger,8.930562791,6.408175494,199.223,101623.4442
45,niger agwara,0,0,88,5,0,16,65,0,0,0,0,0,,0.000367,217,1801.119,Niger,10.774757,4.539767062,177.907,94013.5595
203,niger bida,102,1,0,0,0,85,1,0,0,18,0,0,,0.51445518,319,51.239,Niger,9.082687486,5.984727584,28.012,192094.2912
179,niger borgu,156,18,0,0,0,22,1,0,0,36,0,0,,0.011133579,757,10355.939,Niger,10.37846117,4.162557712,582.572,346423.7272
618,niger bosso,102,41,0,0,0,59,0,0,0,55,0,0,,0.145111351,273,1589.8,Niger,9.598195856,6.387043573,211.481,243502.3645
567,niger chanchaga,107,4,0,0,0,94,0,0,0,55,0,1,,2.189523394,282,73.751,Niger,9.60547139,6.514193835,33.141,373749.9565
217,niger edati,0,0,92,28,0,2,20,0,0,0,0,0,,0.00883628,762,783.513,Niger,9.027495576,5.618233981,149.074,46732.155
746,niger gbako,53,0,0,0,0,295,0,0,0,381,2,3,,0.007900269,289,1804.877,Niger,9.284563244,5.986139632,212.515,149714.3601
184,niger gurara,105,10,0,0,0,27,0,0,0,12,0,0,,0.083018859,292,1141.298,Niger,9.322033966,7.023184074,235.499,90065.9321
460,niger katcha,0,0,192,69,0,12,127,0,0,0,0,0,,0.01005347,293,1732.748,Niger,9.11672823,6.242193635,299.235,156301.111
281,niger kontagora,69,47,0,0,0,44,0,0,0,46,0,0,,0.031419532,229,2021.578,Niger,10.42471955,5.475140341,206.77,235330.715
264,niger lapai,334,21,0,0,0,33,0,0,0,17,0,0,,-0.000349,298,3042.211,Niger,8.726986257,6.635199529,365.636,200332.5991
694,niger lavun,7,1,209,0,0,164,5,1,0,0,0,0,,0.012417123,771,3951.431,Niger,9.273478227,5.683299513,424.153,192370.8039
450,niger magama,77,1,0,0,0,44,0,0,0,56,0,0,,0.003304858,226,3764.949,Niger,10.37080155,4.980060431,360.828,296466.9599
356,niger mariga,95,2,0,0,0,50,0,0,0,46,0,4,,-0.014037968,212,5772.875,Niger,10.67064522,5.819122728,369.762,373467.9393
310,niger mashegu,28,2,0,0,0,30,2,0,0,12,0,0,,-0.000193,251,9114.887,Niger,9.862640245,5.233473972,492.217,665585.148
602,niger mokwa,83,2,0,0,0,108,0,0,0,164,1,1,,0.060392706,287,3986.091,Niger,9.24373037,5.146363936,582.23,249665.4491
538,niger munya,9,0,161,0,0,9,6,9,0,0,0,0,,0.007601879,261,2265.14,Niger,9.809817142,7.017319158,230.732,87478.3836
238,niger paikoro,45,52,0,0,0,161,0,0,0,15,0,3,,0.019931108,275,2215.32,Niger,9.468097657,6.855652785,311.559,209495.0342
724,niger rafi,0,0,252,23,0,14,72,0,0,0,0,0,,0.028429771,238,3508.958,Niger,10.16516014,6.248211618,309.948,274147.6576
416,niger rijau,134,3,0,0,0,80,1,0,0,106,1,1,,-0.005065182,201,3040.086,Niger,11.07075525,5.158645227,256.499,216913.794
1,niger shiroro,105,2,0,0,0,23,0,0,0,19,1,0,,0.024960018,234,5275.07,Niger,10.11113888,6.672110695,459.323,279214.1438
734,niger suleja,66,0,0,0,0,40,0,0,0,5,0,0,,0.449307069,304,121.968,Niger,9.188225949,7.15108401,48.953,378903.3349
112,niger tafa,43,2,0,0,0,43,0,0,0,22,0,0,,1.340079762,301,139.068,Niger,9.242719283,7.230877004,68.698,64666.1473
91,niger wushishi,5,0,123,0,0,23,5,16,0,0,0,0,,-0.006973947,268,1886.07,Niger,9.676223969,5.933257986,238.34,107715.4618
